state,year,per_person,total_cost,prev_per_person,prev_total_cost,per_person_change,total_cost_change,abs_person_change,abs_total_cost_change
West Virginia,2007,302.09,3.6489707E7,303.16,3.5963523E7,-1.07,526184.0,1.07,526184.0
Montana,1989,381.95,8040212.0,380.89,7789979.0,1.06,250233.0,1.06,250233.0
Arizona,2008,384.79,1.05270457E8,383.76,8.7608484E7,1.03,1.7661973E7,1.03,1.7661973E7
Wyoming,2001,327.17,2997980.0,328.18,2950780.0,-1.01,47200.0,1.01,47200.0
Georgia,2025,410.56,2.76334839E8,411.56,2.93662297E8,-1.0,-1.7327458E7,1.0,1.7327458E7
Missouri,1998,333.71,5.6979949E7,334.7,6.3697649E7,-0.99,-6717700.0,0.99,6717700.0
Nevada,2000,316.99,9140753.0,317.98,8946770.0,-0.99,193983.0,0.99,193983.0
Illinois,1989,408.25,1.63900115E8,409.23,1.6590768E8,-0.98,-2007565.0,0.98,2007565.0
Tennessee,1999,314.07,6.8301955E7,315.04,7.2042199E7,-0.97,-3740244.0,0.97,3740244.0
Colorado,2025,360.93,1.20758194E8,359.97,1.14719906E8,0.96,6038288.0,0.96,6038288.0
South Dakota,2003,372.3,7584206.0,371.35,6995275.0,0.95,588931.0,0.95,588931.0
Mississippi,1999,327.5,3.7070224E7,326.55,4.1059055E7,0.95,-3988831.0,0.95,3988831.0
Washington,2010,362.23,1.79458986E8,361.29,1.46151863E8,0.94,3.3307123E7,0.94,3.3307123E7
Kentucky,1994,393.02,7.6049678E7,393.94,7.8826378E7,-0.92,-2776700.0,0.92,2776700.0
Oregon,2007,278.76,6.3763483E7,279.67,6.2410572E7,-0.91,1352911.0,0.91,1352911.0
Illinois,2004,370.49,1.81236136E8,369.58,1.60379662E8,0.91,2.0856474E7,0.91,2.0856474E7
Kentucky,2001,315.04,5.5532869E7,314.16,5.2851414E7,0.88,2681455.0,0.88,2681455.0
South Carolina,2007,349.6,8.2827407E7,350.46,8.002232E7,-0.86,2805087.0,0.86,2805087.0
Connecticut,1991,289.71,2.1704285E7,290.56,1.6280492E7,-0.85,5423793.0,0.85,5423793.0
Rhode Island,2007,322.84,1.2163543E7,322.01,1.1096045E7,0.83,1067498.0,0.83,1067498.0
Delaware,2005,346.04,9254991.0,346.85,8439832.0,-0.81,815159.0,0.81,815159.0
South Dakota,2004,373.09,7979731.0,372.3,7584206.0,0.79,395525.0,0.79,395525.0
Nebraska,2015,353.33,2.7587804E7,354.12,2.7094406E7,-0.79,493398.0,0.79,493398.0
Hawaii,1996,575.13,3.3832681E7,574.35,3.2437022E7,0.78,1395659.0,0.78,1395659.0
Texas,2022,618.07,9.52016175E8,617.31,9.18668558E8,0.76,3.3347617E7,0.76,3.3347617E7
California,2004,398.38,3.00398059E8,399.11,2.6908107E8,-0.73,3.1316989E7,0.73,3.1316989E7
Washington,1989,330.12,4.3756926E7,329.41,4.1869283E7,0.71,1887643.0,0.71,1887643.0
Tennessee,2004,339.07,1.21632041E8,338.39,1.10852078E8,0.68,1.0779963E7,0.68,1.0779963E7
Idaho,2015,371.55,3.0792974E7,372.23,3.2814468E7,-0.68,-2021494.0,0.68,2021494.0
Montana,2021,442.62,2.138477E7,443.28,2.2215547E7,-0.66,-830777.0,0.66,830777.0
Kentucky,1995,392.36,7.3254115E7,393.02,7.6049678E7,-0.66,-2795563.0,0.66,2795563.0
New Mexico,2007,356.75,3.2663764E7,356.09,3.3840332E7,0.66,-1176568.0,0.66,1176568.0
Rhode Island,2015,317.31,3.2018919E7,316.66,3.1965389E7,0.65,53530.0,0.65,53530.0
Idaho,2024,370.92,2.4581283E7,370.29,2.3101382E7,0.63,1479901.0,0.63,1479901.0
New Hampshire,2001,243.84,4496026.0,243.22,4362458.0,0.62,133568.0,0.62,133568.0
Virgin Islands,1992,724.42,3638135.0,725.02,3237190.0,-0.6,400945.0,0.6,400945.0
New York,1995,356.84,3.62834691E8,357.43,3.63383642E8,-0.59,-548951.0,0.59,548951.0
Maryland,2007,321.19,4.8463813E7,321.76,4.5620861E7,-0.57,2842952.0,0.57,2842952.0
South Carolina,2004,352.86,7.4285649E7,353.42,6.779335E7,-0.56,6492299.0,0.56,6492299.0
Connecticut,2019,297.39,6.1402976E7,297.95,6.5422037E7,-0.56,-4019061.0,0.56,4019061.0
Wisconsin,1994,334.07,4.0618021E7,333.51,4.1585227E7,0.56,-967206.0,0.56,967206.0
District of Columbia,2022,474.08,4.1966547E7,473.58,4.133513E7,0.5,631417.0,0.5,631417.0
Alabama,1998,356.74,5.8615121E7,357.22,6.4044467E7,-0.48,-5429346.0,0.48,5429346.0
District of Columbia,2015,317.34,2.5156369E7,317.8,2.5527795E7,-0.46,-371426.0,0.46,371426.0
California,2010,505.33,7.32230513E8,505.78,6.05390686E8,-0.45,1.26839827E8,0.45,1.26839827E8
Virginia,2001,275.15,4.1593525E7,274.71,4.1040729E7,0.44,552796.0,0.44,552796.0
Hawaii,2013,602.3,5.8508671E7,602.73,5.4764294E7,-0.43,3744377.0,0.43,3744377.0
California,1995,375.35,4.42309267E8,374.93,4.45927295E8,0.42,-3618028.0,0.42,3618028.0
Texas,1998,396.16,2.27332094E8,396.56,2.81397045E8,-0.4,-5.4064951E7,0.4,5.4064951E7
Arizona,2007,383.76,8.7608484E7,383.36,8.3806852E7,0.4,3801632.0,0.4,3801632.0
Louisiana,2010,449.32,1.63101426E8,448.94,1.41740361E8,0.38,2.1361065E7,0.38,2.1361065E7
Tennessee,1998,315.04,7.2042199E7,315.4,7.7220777E7,-0.36,-5178578.0,0.36,5178578.0
Florida,2007,295.04,1.9136183E8,295.39,1.81035181E8,-0.35,1.0326649E7,0.35,1.0326649E7
New York,1990,324.36,2.31887428E8,324.71,2.1179181E8,-0.35,2.0095618E7,0.35,2.0095618E7
Michigan,1989,316.4,1.15835524E8,316.73,1.13309005E8,-0.33,2526519.0,0.33,2526519.0
Virgin Islands,2015,507.11,6476997.0,506.78,6323078.0,0.33,153919.0,0.33,153919.0
Georgia,2007,384.53,1.49721398E8,384.21,1.4732358E8,0.32,2397818.0,0.32,2397818.0
Hawaii,2015,607.73,5.686199E7,608.05,6.0139792E7,-0.32,-3277802.0,0.32,3277802.0
New Hampshire,2007,286.23,8382925.0,285.92,7925883.0,0.31,457042.0,0.31,457042.0
Nevada,2001,316.69,1.1089282E7,316.99,9140753.0,-0.3,1948529.0,0.3,1948529.0
Arkansas,2010,428.86,8.6522632E7,429.15,7.7277499E7,-0.29,9245133.0,0.29,9245133.0
Utah,2004,370.25,1.8428465E7,369.97,1.5907083E7,0.28,2521382.0,0.28,2521382.0
Illinois,2010,442.62,3.52637319E8,442.9,3.12734304E8,-0.28,3.9903015E7,0.28,3.9903015E7
New York,1989,324.71,2.1179181E8,324.44,2.11232273E8,0.27,559537.0,0.27,559537.0
Rhode Island,2025,326.15,2.9700838E7,325.89,2.9538385E7,0.26,162453.0,0.26,162453.0
New York,2015,344.66,5.71308693E8,344.4,5.80185965E8,0.26,-8877272.0,0.26,8877272.0
Missouri,2025,405.09,1.30329347E8,404.84,1.31435611E8,0.25,-1106264.0,0.25,1106264.0
Indiana,2003,361.29,7.3933525E7,361.52,6.3929352E7,-0.23,1.0004173E7,0.23,1.0004173E7
Kentucky,2004,342.91,8.0594092E7,343.13,7.39731E7,-0.22,6620992.0,0.22,6620992.0
Minnesota,2016,297.35,6.8093655E7,297.57,7.071753E7,-0.22,-2623875.0,0.22,2623875.0
Arkansas,2024,352.29,4.4226871E7,352.08,4.4698181E7,0.21,-471310.0,0.21,471310.0
New York,1994,357.43,3.63383642E8,357.64,3.43531616E8,-0.21,1.9852026E7,0.21,1.9852026E7
Connecticut,1994,289.71,2.8301173E7,289.9,2.7228392E7,-0.19,1072781.0,0.19,1072781.0
Pennsylvania,1994,348.68,1.84516789E8,348.86,1.82286932E8,-0.18,2229857.0,0.18,2229857.0
Maryland,2005,336.33,4.5065882E7,336.16,4.2333067E7,0.17,2732815.0,0.17,2732815.0
Maryland,2015,321.64,1.30072842E8,321.79,1.29927929E8,-0.15,144913.0,0.15,144913.0
Maine,2022,486.92,4.6139384E7,487.07,4.4289699E7,-0.15,1849685.0,0.15,1849685.0
New Jersey,2001,314.92,4.5291436E7,315.07,4.6958102E7,-0.15,-1666666.0,0.15,1666666.0
Guam,2018,743.05,1.1482866E7,743.18,1.1310684E7,-0.13,172182.0,0.13,172182.0
District of Columbia,2010,365.77,2.5177116E7,365.9,2.1572504E7,-0.13,3604612.0,0.13,3604612.0
Virginia,1989,339.71,4.6956413E7,339.6,4.5946881E7,0.11,1009532.0,0.11,1009532.0
Oregon,2015,295.91,1.2975641E8,295.81,1.32588815E8,0.1,-2832405.0,0.1,2832405.0
District of Columbia,1996,386.87,1.6325447E7,386.96,1.65119E7,-0.09,-186453.0,0.09,186453.0
North Dakota,2010,430.97,1.1893336E7,431.05,1.0779773E7,-0.08,1113563.0,0.08,1113563.0
California,2003,399.11,2.6908107E8,399.18,2.59017791E8,-0.07,1.0063279E7,0.07,1.0063279E7
Hawaii,2017,617.32,5.2645166E7,617.37,5.4376112E7,-0.05,-1730946.0,0.05,1730946.0
Oklahoma,2004,350.77,5.8674147E7,350.74,5.5056126E7,0.03,3618021.0,0.03,3618021.0
Guam,2001,841.55,5879419.0,841.57,5739929.0,-0.02,139490.0,0.02,139490.0
Kentucky,2010,414.33,1.49503698E8,414.35,1.35315837E8,-0.02,1.4187861E7,0.02,1.4187861E7
