state,year,per_person,total_cost,prev_per_person,prev_total_cost,per_person_change,total_cost_change,abs_person_change,abs_total_cost_change
District of Columbia,2018,293.34,1.9960163E7,308.19,2.1817907E7,-14.85,-1857744.0,14.85,1857744.0
Massachusetts,2007,265.09,6.4754218E7,250.24,5.7949419E7,14.85,6804799.0,14.85,6804799.0
Kansas,2004,312.37,2.3509636E7,297.55,2.1481265E7,14.82,2028371.0,14.82,2028371.0
Mississippi,2019,328.75,6.3002622E7,313.93,7.1195785E7,14.82,-8193163.0,14.82,8193163.0
Montana,2000,319.37,8116567.0,334.18,8473309.0,-14.81,-356742.0,14.81,356742.0
Pennsylvania,1997,328.98,1.40885461E8,343.79,1.65356056E8,-14.81,-2.4470595E7,14.81,2.4470595E7
Florida,2000,291.48,1.21030125E8,306.28,1.30074412E8,-14.8,-9044287.0,14.8,9044287.0
Kansas,2011,391.11,5.476137E7,405.9,5.2029846E7,-14.79,2731524.0,14.79,2731524.0
Rhode Island,2018,294.37,2.7629716E7,309.16,2.9573488E7,-14.79,-1943772.0,14.79,1943772.0
Wisconsin,2000,265.44,2.0888911E7,280.18,2.0209147E7,-14.74,679764.0,14.74,679764.0
Iowa,1991,351.19,2.5689199E7,336.45,2.3120825E7,14.74,2568374.0,14.74,2568374.0
Maryland,1994,385.95,6.4745726E7,400.68,6.3977691E7,-14.73,768035.0,14.73,768035.0
South Carolina,2024,423.83,1.21932019E8,409.11,1.21994176E8,14.72,-62157.0,14.72,62157.0
Kansas,1993,360.54,2.6851123E7,375.25,2.5986807E7,-14.71,864316.0,14.71,864316.0
Washington,2012,340.23,1.98764351E8,354.93,1.97127248E8,-14.7,1637103.0,14.7,1637103.0
Indiana,1998,335.74,4.2872752E7,350.44,4.8315218E7,-14.7,-5442466.0,14.7,5442466.0
Delaware,2016,346.3,2.4754192E7,360.99,2.578293E7,-14.69,-1028738.0,14.69,1028738.0
Ohio,1990,389.54,1.83200136E8,374.86,1.68750977E8,14.68,1.4449159E7,14.68,1.4449159E7
North Carolina,2015,338.61,2.70796412E8,353.28,2.72590492E8,-14.67,-1794080.0,14.67,1794080.0
South Dakota,2012,431.5,1.9500669E7,446.17,1.970126E7,-14.67,-200591.0,14.67,200591.0
Vermont,2011,349.65,1.6477759E7,364.31,1.5771428E7,-14.66,706331.0,14.66,706331.0
Arizona,1992,432.97,7.3567876E7,447.61,6.5150992E7,-14.64,8416884.0,14.64,8416884.0
Maine,2003,279.68,1.8973833E7,265.08,1.5415119E7,14.6,3558714.0,14.6,3558714.0
Maryland,2006,321.76,4.5620861E7,336.33,4.5065882E7,-14.57,554979.0,14.57,554979.0
Nevada,2018,289.34,6.5887677E7,303.91,6.8735314E7,-14.57,-2847637.0,14.57,2847637.0
Connecticut,2013,346.38,8.1612014E7,360.93,8.040977E7,-14.55,1202244.0,14.55,1202244.0
Maryland,1993,400.68,6.3977691E7,415.22,6.1943799E7,-14.54,2033892.0,14.54,2033892.0
Texas,2019,366.64,4.9601576E8,352.12,5.46350375E8,14.52,-5.0334615E7,14.52,5.0334615E7
West Virginia,1990,418.45,4.0852523E7,403.93,3.8231858E7,14.52,2620665.0,14.52,2620665.0
Iowa,2006,325.32,3.3547288E7,339.84,3.1409212E7,-14.52,2138076.0,14.52,2138076.0
Utah,2001,314.64,1.047631E7,329.15,1.0672937E7,-14.51,-196627.0,14.51,196627.0
Arkansas,2018,314.39,5.1249748E7,328.9,5.5583129E7,-14.51,-4333381.0,14.51,4333381.0
Oregon,1989,368.59,3.3773764E7,383.09,3.4008166E7,-14.5,-234402.0,14.5,234402.0
Alaska,2005,552.18,1.1329473E7,537.69,1.0232127E7,14.49,1097346.0,14.49,1097346.0
Missouri,2013,374.47,1.61673044E8,388.93,1.71495782E8,-14.46,-9822738.0,14.46,9822738.0
New Hampshire,2013,331.84,1.8385804E7,346.28,1.9721357E7,-14.44,-1335553.0,14.44,1335553.0
South Dakota,2002,371.35,6995275.0,356.92,6235824.0,14.43,759451.0,14.43,759451.0
Indiana,2012,421.98,1.71069733E8,436.41,1.68853632E8,-14.43,2216101.0,14.43,2216101.0
Montana,2025,335.18,1.3991386E7,349.6,1.4554262E7,-14.42,-562876.0,14.42,562876.0
Colorado,2007,380.12,4.054883E7,394.54,4.274755E7,-14.42,-2198720.0,14.42,2198720.0
Wisconsin,2013,328.84,1.37727255E8,343.25,1.38425271E8,-14.41,-698016.0,14.41,698016.0
New Hampshire,1994,319.55,8363827.0,333.94,8635081.0,-14.39,-271254.0,14.39,271254.0
Rhode Island,2008,337.22,1.4569577E7,322.84,1.2163543E7,14.38,2406034.0,14.38,2406034.0
Connecticut,2003,264.76,2.5428559E7,250.41,2.2497636E7,14.35,2930923.0,14.35,2930923.0
Colorado,1990,376.86,3.3677788E7,362.51,3.0111846E7,14.35,3565942.0,14.35,3565942.0
Connecticut,1995,304.05,3.0416389E7,289.71,2.8301173E7,14.34,2115216.0,14.34,2115216.0
Illinois,2001,320.36,8.7051809E7,334.7,1.09211997E8,-14.34,-2.2160188E7,14.34,2.2160188E7
New York,2017,323.58,5.17601797E8,337.9,5.50894013E8,-14.32,-3.3292216E7,14.32,3.3292216E7
Utah,1990,416.16,1.5267517E7,401.88,1.3833187E7,14.28,1434330.0,14.28,1434330.0
Michigan,2019,281.88,1.76485571E8,296.12,1.98686127E8,-14.24,-2.2200556E7,14.24,2.2200556E7
Missouri,2003,341.6,8.8117619E7,327.36,7.3675084E7,14.24,1.4442535E7,14.24,1.4442535E7
Guam,2004,919.57,7122293.0,933.78,6650887.0,-14.21,471406.0,14.21,471406.0
Illinois,2019,341.62,2.79366431E8,327.43,2.95158644E8,14.19,-1.5792213E7,14.19,1.5792213E7
Louisiana,2001,381.85,7.8053311E7,367.75,7.0347247E7,14.1,7706064.0,14.1,7706064.0
Maryland,2018,287.42,9.8131769E7,301.52,1.06703599E8,-14.1,-8571830.0,14.1,8571830.0
Nevada,1996,338.59,1.5283046E7,352.68,1.6269866E7,-14.09,-986820.0,14.09,986820.0
Indiana,1995,371.06,6.4809108E7,385.15,7.5210801E7,-14.09,-1.0401693E7,14.09,1.0401693E7
Connecticut,2008,309.89,3.8374069E7,295.81,3.3850824E7,14.08,4523245.0,14.08,4523245.0
Florida,2019,300.15,4.17975717E8,286.08,4.62836878E8,14.07,-4.4861161E7,14.07,4.4861161E7
Kentucky,1999,339.13,5.4929268E7,353.2,5.684275E7,-14.07,-1913482.0,14.07,1913482.0
Nevada,2017,303.91,6.8735314E7,317.98,7.0936345E7,-14.07,-2201031.0,14.07,2201031.0
West Virginia,1994,378.2,4.7460629E7,392.26,4.9100223E7,-14.06,-1639594.0,14.06,1639594.0
Texas,1989,452.82,2.55996964E8,466.86,2.39724697E8,-14.04,1.6272267E7,14.04,1.6272267E7
Maine,2016,289.27,2.816774E7,303.31,3.0925673E7,-14.04,-2757933.0,14.04,2757933.0
Tennessee,2018,326.29,1.49222252E8,340.31,1.72476406E8,-14.02,-2.3254154E7,14.02,2.3254154E7
Nevada,1993,377.31,1.6337361E7,391.31,1.4904786E7,-14.0,1432575.0,14.0,1432575.0
Alabama,2018,324.92,1.15542922E8,338.92,1.25955758E8,-14.0,-1.0412836E7,14.0,1.0412836E7
Texas,2003,386.6,2.94072103E8,400.58,2.39491988E8,-13.98,5.4580115E7,13.98,5.4580115E7
Utah,1989,401.88,1.3833187E7,415.86,1.3507262E7,-13.98,325925.0,13.98,325925.0
Alabama,2017,338.92,1.25955758E8,352.89,1.38422076E8,-13.97,-1.2466318E7,13.97,1.2466318E7
Kansas,2016,334.92,3.7919363E7,348.87,4.1908084E7,-13.95,-3988721.0,13.95,3988721.0
Tennessee,2013,368.34,2.44246108E8,382.29,2.48264486E8,-13.95,-4018378.0,13.95,4018378.0
Massachusetts,1992,332.95,6.10915E7,319.01,5.6652686E7,13.94,4438814.0,13.94,4438814.0
Oklahoma,2001,321.39,3.7772216E7,307.46,3.2777356E7,13.93,4994860.0,13.93,4994860.0
Iowa,1997,314.18,2.0258534E7,328.11,2.390622E7,-13.93,-3647686.0,13.93,3647686.0
Delaware,2018,308.99,2.0854773E7,322.89,2.29206E7,-13.9,-2065827.0,13.9,2065827.0
Pennsylvania,2017,308.04,2.93565131E8,321.94,3.06121612E8,-13.9,-1.2556481E7,13.9,1.2556481E7
Vermont,2008,296.21,8480052.0,282.31,7439805.0,13.9,1040247.0,13.9,1040247.0
New Hampshire,2012,346.28,1.9721357E7,360.15,1.9690531E7,-13.87,30826.0,13.87,30826.0
District of Columbia,1992,359.86,1.3934652E7,346.0,1.1706913E7,13.86,2227739.0,13.86,2227739.0
Alabama,2005,376.45,8.4558995E7,390.31,7.9838309E7,-13.86,4720686.0,13.86,4720686.0
South Dakota,2013,417.66,1.8836393E7,431.5,1.9500669E7,-13.84,-664276.0,13.84,664276.0
West Virginia,1999,324.45,3.2942567E7,338.28,3.657982E7,-13.83,-3637253.0,13.83,3637253.0
Nevada,1997,324.77,1.1774746E7,338.59,1.5283046E7,-13.82,-3508300.0,13.82,3508300.0
South Dakota,2000,353.4,5831019.0,367.18,6013957.0,-13.78,-182938.0,13.78,182938.0
Wyoming,2015,383.08,5321134.0,369.33,5446633.0,13.75,-125499.0,13.75,125499.0
Utah,2000,329.15,1.0672937E7,342.9,1.1722934E7,-13.75,-1049997.0,13.75,1049997.0
Delaware,2024,373.75,2.2339902E7,387.49,2.3238638E7,-13.74,-898736.0,13.74,898736.0
Pennsylvania,2000,292.01,1.01875444E8,305.71,1.12219152E8,-13.7,-1.0343708E7,13.7,1.0343708E7
South Dakota,2019,364.13,1.2800942E7,350.45,1.384927E7,13.68,-1048328.0,13.68,1048328.0
Hawaii,1997,561.46,3.1113427E7,575.13,3.3832681E7,-13.67,-2719254.0,13.67,2719254.0
Maine,2013,322.85,4.1739088E7,336.5,4.4169302E7,-13.65,-2430214.0,13.65,2430214.0
North Dakota,2008,352.25,7791897.0,338.64,7077437.0,13.61,714460.0,13.61,714460.0
South Carolina,1999,338.53,4.2234989E7,324.94,4.3411891E7,13.59,-1176902.0,13.59,1176902.0
Utah,2017,379.04,3.0925243E7,392.63,3.370052E7,-13.59,-2775277.0,13.59,2775277.0
District of Columbia,2014,317.8,2.5527795E7,331.38,2.7125724E7,-13.58,-1597929.0,13.58,1597929.0
Wisconsin,2018,266.67,8.6902889E7,280.25,9.5296837E7,-13.58,-8393948.0,13.58,8393948.0
Indiana,2018,339.55,9.2036269E7,353.13,1.02819574E8,-13.58,-1.0783305E7,13.58,1.0783305E7
New Mexico,2000,344.98,2.1797005E7,358.52,2.3423476E7,-13.54,-1626471.0,13.54,1626471.0
Arizona,2006,383.36,8.3806852E7,396.89,8.8035302E7,-13.53,-4228450.0,13.53,4228450.0
Mississippi,2001,343.55,4.0724953E7,330.03,3.6215761E7,13.52,4509192.0,13.52,4509192.0
Arizona,2012,412.24,1.99524473E8,425.75,2.01220802E8,-13.51,-1696329.0,13.51,1696329.0
South Carolina,2013,379.32,1.57640844E8,392.83,1.62045995E8,-13.51,-4405151.0,13.51,4405151.0
Ohio,1994,369.87,1.95004307E8,383.36,2.05620274E8,-13.49,-1.0615967E7,13.49,1.0615967E7
Utah,1994,369.97,1.7014375E7,383.45,1.8190598E7,-13.48,-1176223.0,13.48,1176223.0
Georgia,2003,372.07,1.21166612E8,358.65,9.8752747E7,13.42,2.2413865E7,13.42,2.2413865E7
North Carolina,2006,329.81,1.2548982E8,343.22,1.20940652E8,-13.41,4549168.0,13.41,4549168.0
North Carolina,2025,353.66,2.5631897E8,367.04,2.62207363E8,-13.38,-5888393.0,13.38,5888393.0
Louisiana,2025,381.63,1.53583639E8,394.98,1.64619758E8,-13.35,-1.1036119E7,13.35,1.1036119E7
North Carolina,2008,342.04,1.48432457E8,328.69,1.3011994E8,13.35,1.8312517E7,13.35,1.8312517E7
Delaware,2012,383.83,2.7024499E7,397.17,2.5521716E7,-13.34,1502783.0,13.34,1502783.0
Virginia,2013,361.63,1.65432661E8,374.95,1.66868475E8,-13.32,-1435814.0,13.32,1435814.0
Maine,2019,274.27,2.1626339E7,260.96,2.2959556E7,13.31,-1333217.0,13.31,1333217.0
South Dakota,2025,401.72,1.5144228E7,415.0,1.5606982E7,-13.28,-462754.0,13.28,462754.0
Wyoming,1996,375.84,4722943.0,389.09,4939343.0,-13.25,-216400.0,13.25,216400.0
Michigan,1998,294.71,9.5962385E7,307.93,1.0837717E8,-13.22,-1.2414785E7,13.22,1.2414785E7
Pennsylvania,1998,315.76,1.24257569E8,328.98,1.40885461E8,-13.22,-1.6627892E7,13.22,1.6627892E7
Nebraska,1994,320.38,1.4272864E7,333.6,1.5130389E7,-13.22,-857525.0,13.22,857525.0
New Mexico,1990,462.79,2.5383458E7,449.58,2.261466E7,13.21,2768798.0,13.21,2768798.0
Michigan,1995,338.09,1.39556742E8,351.29,1.52001512E8,-13.2,-1.244477E7,13.2,1.244477E7
Maine,1996,318.08,1.9380373E7,331.28,1.9942374E7,-13.2,-562001.0,13.2,562001.0
Alaska,1999,559.71,7804629.0,572.9,8244752.0,-13.19,-440123.0,13.19,440123.0
Virginia,1998,296.28,4.9330949E7,309.45,6.0241209E7,-13.17,-1.091026E7,13.17,1.091026E7
Ohio,2001,309.13,9.3082353E7,296.02,8.2898804E7,13.11,1.0183549E7,13.11,1.0183549E7
New Jersey,2000,315.07,4.6958102E7,328.18,5.4495654E7,-13.11,-7537552.0,13.11,7537552.0
Tennessee,1996,337.11,9.2013869E7,350.21,9.7172404E7,-13.1,-5158535.0,13.1,5158535.0
Nevada,2013,351.7,6.2024264E7,364.79,6.2245888E7,-13.09,-221624.0,13.09,221624.0
Utah,2016,392.63,3.370052E7,405.71,3.5519697E7,-13.08,-1819177.0,13.08,1819177.0
Arizona,2013,399.17,1.87739577E8,412.24,1.99524473E8,-13.07,-1.1784896E7,13.07,1.1784896E7
Alaska,2019,509.52,1.8179464E7,496.46,1.9178654E7,13.06,-999190.0,13.06,999190.0
West Virginia,1995,365.16,4.4682481E7,378.2,4.7460629E7,-13.04,-2778148.0,13.04,2778148.0
District of Columbia,2019,306.38,1.7975605E7,293.34,1.9960163E7,13.04,-1984558.0,13.04,1984558.0
Louisiana,2018,347.64,1.38279112E8,360.67,1.49339914E8,-13.03,-1.1060802E7,13.03,1.1060802E7
Virginia,2000,274.71,4.1040729E7,287.73,4.5105215E7,-13.02,-4064486.0,13.02,4064486.0
New York,2022,505.9,8.35438186E8,492.89,7.92069583E8,13.01,4.3368603E7,13.01,4.3368603E7
Colorado,2016,362.52,8.1325611E7,375.51,8.6800912E7,-12.99,-5475301.0,12.99,5475301.0
Michigan,2013,366.07,3.30347231E8,379.05,3.48476419E8,-12.98,-1.8129188E7,12.98,1.8129188E7
Louisiana,1990,456.69,1.15993392E8,443.73,1.09608938E8,12.96,6384454.0,12.96,6384454.0
Wisconsin,2008,307.95,5.8682685E7,295.0,4.8552532E7,12.95,1.0130153E7,12.95,1.0130153E7
North Dakota,2003,315.65,5566879.0,302.7,4898125.0,12.95,668754.0,12.95,668754.0
Maryland,1999,326.07,3.6417289E7,339.0,4.5340057E7,-12.93,-8922768.0,12.93,8922768.0
Virginia,2019,331.52,1.05736065E8,318.59,1.11296608E8,12.93,-5560543.0,12.93,5560543.0
Oregon,2011,340.51,1.45755737E8,353.4,1.36531974E8,-12.89,9223763.0,12.89,9223763.0
Guam,2024,838.89,1.0360414E7,851.77,1.5045671E7,-12.88,-4685257.0,12.88,4685257.0
District of Columbia,1991,346.0,1.1706913E7,333.12,9261531.0,12.88,2445382.0,12.88,2445382.0
North Dakota,2007,338.64,7077437.0,325.76,6310832.0,12.88,766605.0,12.88,766605.0
Hawaii,2002,461.41,2.3054019E7,448.56,2.2769994E7,12.85,284025.0,12.85,284025.0
Indiana,2006,349.12,8.7548284E7,361.96,8.7967228E7,-12.84,-418944.0,12.84,418944.0
Pennsylvania,2007,309.98,1.67985265E8,322.79,1.60923635E8,-12.81,7061630.0,12.81,7061630.0
South Carolina,1990,414.69,4.0232641E7,427.49,4.9495502E7,-12.8,-9262861.0,12.8,9262861.0
New York,1991,337.16,2.69794227E8,324.36,2.31887428E8,12.8,3.7906799E7,12.8,3.7906799E7
Michigan,1999,281.92,8.0490309E7,294.71,9.5962385E7,-12.79,-1.5472076E7,12.79,1.5472076E7
Illinois,2017,330.23,3.19349798E8,343.02,3.377845E8,-12.79,-1.8434702E7,12.79,1.8434702E7
Kentucky,2018,322.54,8.8826307E7,335.31,1.02461299E8,-12.77,-1.3634992E7,12.77,1.3634992E7
Maine,2025,297.39,2.9236165E7,310.16,3.1595482E7,-12.77,-2359317.0,12.77,2359317.0
Iowa,2017,306.03,5.234853E7,318.79,5.6752723E7,-12.76,-4404193.0,12.76,4404193.0
New Jersey,1998,339.94,6.147843E7,352.7,7.2426815E7,-12.76,-1.0948385E7,12.76,1.0948385E7
Mississippi,2002,356.31,4.5960435E7,343.55,4.0724953E7,12.76,5235482.0,12.76,5235482.0
New Jersey,2018,287.84,1.07307429E8,300.58,1.19946731E8,-12.74,-1.2639302E7,12.74,1.2639302E7
New Mexico,1998,364.06,2.3813979E7,376.76,2.6610076E7,-12.7,-2796097.0,12.7,2796097.0
Maryland,1998,339.0,4.5340057E7,351.68,5.2048414E7,-12.68,-6708357.0,12.68,6708357.0
Guam,1994,816.99,4142557.0,829.66,3497599.0,-12.67,644958.0,12.67,644958.0
Oklahoma,1991,387.08,4.7170896E7,374.42,4.0285649E7,12.66,6885247.0,12.66,6885247.0
District of Columbia,2006,307.41,1.3887847E7,320.05,1.4374748E7,-12.64,-486901.0,12.64,486901.0
Florida,2024,351.32,5.91335804E8,338.68,5.72328282E8,12.64,1.9007522E7,12.64,1.9007522E7
South Dakota,2017,373.46,1.5290466E7,386.09,1.6247607E7,-12.63,-957141.0,12.63,957141.0
Mississippi,1994,375.6,7.1798354E7,388.22,7.7457169E7,-12.62,-5658815.0,12.62,5658815.0
Michigan,2012,379.05,3.48476419E8,391.65,3.76866389E8,-12.6,-2.838997E7,12.6,2.838997E7
Idaho,2000,312.98,7303502.0,325.56,7364350.0,-12.58,-60848.0,12.58,60848.0
Mississippi,2003,343.74,5.0343623E7,356.31,4.5960435E7,-12.57,4383188.0,12.57,4383188.0
Texas,2006,383.77,3.74012866E8,396.33,3.93217142E8,-12.56,-1.9204276E7,12.56,1.9204276E7
Iowa,2018,293.48,4.7681157E7,306.03,5.234853E7,-12.55,-4667373.0,12.55,4667373.0
Maryland,1991,404.65,5.4707895E7,392.11,4.4122873E7,12.54,1.0585022E7,12.54,1.0585022E7
Alabama,1995,375.96,7.7786874E7,388.5,8.2639446E7,-12.54,-4852572.0,12.54,4852572.0
Vermont,2012,337.17,1.6932035E7,349.65,1.6477759E7,-12.48,454276.0,12.48,454276.0
Iowa,2010,417.26,6.6687102E7,404.81,5.7228544E7,12.45,9458558.0,12.45,9458558.0
Indiana,2024,424.32,1.23474523E8,411.87,1.18124913E8,12.45,5349610.0,12.45,5349610.0
North Dakota,2000,288.42,4026641.0,300.82,4169567.0,-12.4,-142926.0,12.4,142926.0
Rhode Island,2016,304.92,3.0651565E7,317.31,3.2018919E7,-12.39,-1367354.0,12.39,1367354.0
North Carolina,2018,326.83,2.13112053E8,314.47,2.1749004E8,12.36,-4377987.0,12.36,4377987.0
Maine,2017,276.97,2.5556041E7,289.27,2.816774E7,-12.3,-2611699.0,12.3,2611699.0
South Carolina,1996,366.48,5.1630256E7,378.77,5.2408671E7,-12.29,-778415.0,12.29,778415.0
Montana,2003,341.69,1.0668819E7,329.45,8981086.0,12.24,1687733.0,12.24,1687733.0
Kentucky,1996,380.13,7.0185278E7,392.36,7.3254115E7,-12.23,-3068837.0,12.23,3068837.0
Nebraska,2000,273.47,9475808.0,285.69,1.0558092E7,-12.22,-1082284.0,12.22,1082284.0
New Mexico,2013,396.34,7.7700559E7,408.53,7.9692445E7,-12.19,-1991886.0,12.19,1991886.0
Alabama,2013,384.93,1.62393136E8,397.12,1.6452094E8,-12.19,-2127804.0,12.19,2127804.0
Missouri,2002,327.36,7.3675084E7,315.19,6.3815855E7,12.17,9859229.0,12.17,9859229.0
New York,2018,311.42,4.83829306E8,323.58,5.17601797E8,-12.16,-3.3772491E7,12.16,3.3772491E7
Massachusetts,2013,320.81,1.60120207E8,332.97,1.62250978E8,-12.16,-2130771.0,12.16,2130771.0
Pennsylvania,2008,322.12,1.84070711E8,309.98,1.67985265E8,12.14,1.6085446E7,12.14,1.6085446E7
California,2025,329.01,1.067513782E9,341.14,1.080081024E9,-12.13,-1.2567242E7,12.13,1.2567242E7
Alabama,1997,357.22,6.4044467E7,369.35,7.4936824E7,-12.13,-1.0892357E7,12.13,1.0892357E7
District of Columbia,2003,343.13,1.4148403E7,331.01,1.1707637E7,12.12,2440766.0,12.12,2440766.0
Nevada,2022,507.51,1.24066145E8,495.4,1.14478989E8,12.11,9587156.0,12.11,9587156.0
Hawaii,2004,456.56,2.2020111E7,468.66,2.2797644E7,-12.1,-777533.0,12.1,777533.0
New Jersey,2017,300.58,1.19946731E8,312.67,1.35537093E8,-12.09,-1.5590362E7,12.09,1.5590362E7
Nebraska,2004,329.25,1.6060523E7,317.16,1.4001556E7,12.09,2058967.0,12.09,2058967.0
Missouri,2011,399.73,1.75096907E8,411.8,1.71472026E8,-12.07,3624881.0,12.07,3624881.0
Guam,2000,841.57,5739929.0,853.63,5275364.0,-12.06,464565.0,12.06,464565.0
Kansas,2013,363.71,5.4050426E7,375.76,5.4549167E7,-12.05,-498741.0,12.05,498741.0
Nebraska,2013,382.28,3.0467563E7,394.32,3.0534875E7,-12.04,-67312.0,12.04,67312.0
New Jersey,2015,321.37,1.44997122E8,333.4,1.48484571E8,-12.03,-3487449.0,12.03,3487449.0
Ohio,1995,357.87,1.76970785E8,369.87,1.95004307E8,-12.0,-1.8033522E7,12.0,1.8033522E7
Minnesota,2000,284.32,2.5855032E7,296.29,2.7723848E7,-11.97,-1868816.0,11.97,1868816.0
Arizona,2019,347.18,1.20316035E8,335.23,1.28487475E8,11.95,-8171440.0,11.95,8171440.0
Minnesota,2013,321.27,8.8362485E7,333.21,8.9041586E7,-11.94,-679101.0,11.94,679101.0
California,1998,395.61,3.26730618E8,383.68,3.84746818E8,11.93,-5.80162E7,11.93,5.80162E7
Pennsylvania,2002,302.53,1.07009847E8,290.6,9.9930092E7,11.93,7079755.0,11.93,7079755.0
New Jersey,2025,368.15,1.62476412E8,380.07,1.68094731E8,-11.92,-5618319.0,11.92,5618319.0
Ohio,1996,345.97,1.5394291E8,357.87,1.76970785E8,-11.9,-2.3027875E7,11.9,2.3027875E7
Florida,2012,359.82,6.71303929E8,371.7,6.32124525E8,-11.88,3.9179404E7,11.88,3.9179404E7
Nebraska,2012,394.32,3.0534875E7,406.2,3.1053306E7,-11.88,-518431.0,11.88,518431.0
Wyoming,2000,328.18,2950780.0,340.02,3107492.0,-11.84,-156712.0,11.84,156712.0
Idaho,2025,359.08,2.4419848E7,370.92,2.4581283E7,-11.84,-161435.0,11.84,161435.0
Indiana,2017,353.13,1.02819574E8,364.97,1.16566343E8,-11.84,-1.3746769E7,11.84,1.3746769E7
Rhode Island,2013,344.61,3.4817171E7,356.42,3.454577E7,-11.81,271401.0,11.81,271401.0
Kansas,1990,372.03,2.0666053E7,360.23,1.8321419E7,11.8,2344634.0,11.8,2344634.0
Alabama,2008,371.42,8.9115157E7,359.65,7.9734741E7,11.77,9380416.0,11.77,9380416.0
New Jersey,1999,328.18,5.4495654E7,339.94,6.147843E7,-11.76,-6982776.0,11.76,6982776.0
Oklahoma,1996,356.99,5.129168E7,368.72,5.6056653E7,-11.73,-4764973.0,11.73,4764973.0
Ohio,2016,338.83,2.66056478E8,350.53,2.84766562E8,-11.7,-1.8710084E7,11.7,1.8710084E7
Wyoming,2006,348.4,3470948.0,360.09,3736001.0,-11.69,-265053.0,11.69,265053.0
Oregon,2013,317.71,1.43110445E8,329.39,1.48387461E8,-11.68,-5277016.0,11.68,5277016.0
Illinois,2008,374.24,2.27842296E8,362.57,2.08393054E8,11.67,1.9449242E7,11.67,1.9449242E7
Colorado,2001,295.75,2.1096608E7,284.08,1.959463E7,11.67,1501978.0,11.67,1501978.0
Hawaii,2007,458.91,2.104258E7,447.25,1.9969508E7,11.66,1073072.0,11.66,1073072.0
California,2015,404.8,8.54093081E8,416.45,8.51197648E8,-11.65,2895433.0,11.65,2895433.0
Missouri,1994,369.73,8.8772851E7,381.36,9.0196679E7,-11.63,-1423828.0,11.63,1423828.0
North Dakota,2017,339.15,8565793.0,350.77,8887177.0,-11.62,-321384.0,11.62,321384.0
Ohio,2022,528.19,3.97284742E8,539.79,4.13131402E8,-11.6,-1.584666E7,11.6,1.584666E7
Kansas,1995,340.34,2.5236297E7,351.91,2.6772456E7,-11.57,-1536159.0,11.57,1536159.0
Pennsylvania,1991,351.5,1.6458573E8,339.93,1.42678535E8,11.57,2.1907195E7,11.57,2.1907195E7
Arizona,1997,395.35,4.9509889E7,406.9,6.3345299E7,-11.55,-1.383541E7,11.55,1.383541E7
West Virginia,2019,293.55,4.1959377E7,282.01,4.6204954E7,11.54,-4245577.0,11.54,4245577.0
Iowa,1990,336.45,2.3120825E7,324.95,2.1750776E7,11.5,1370049.0,11.5,1370049.0
Minnesota,1997,291.42,3.0724416E7,302.91,3.7406304E7,-11.49,-6681888.0,11.49,6681888.0
Oregon,2018,275.44,9.9388038E7,286.91,1.09623164E8,-11.47,-1.0235126E7,11.47,1.0235126E7
District of Columbia,2025,315.1,2.7319356E7,326.57,2.7746987E7,-11.47,-427631.0,11.47,427631.0
New Jersey,1993,397.26,8.8415206E7,408.69,8.4883944E7,-11.43,3531262.0,11.43,3531262.0
Idaho,2016,360.13,2.821058E7,371.55,3.0792974E7,-11.42,-2582394.0,11.42,2582394.0
West Virginia,2017,305.69,5.2085113E7,317.1,5.607177E7,-11.41,-3986657.0,11.41,3986657.0
Colorado,2010,483.6,8.8287937E7,472.19,7.074208E7,11.41,1.7545857E7,11.41,1.7545857E7
Ohio,2018,316.6,2.2215915E8,327.97,2.41186538E8,-11.37,-1.9027388E7,11.37,1.9027388E7
Iowa,2008,335.48,4.0917289E7,324.12,3.5545413E7,11.36,5371876.0,11.36,5371876.0
Wyoming,1990,412.87,4369500.0,401.58,4013899.0,11.29,355601.0,11.29,355601.0
California,2019,337.85,6.29751902E8,349.13,6.73286144E8,-11.28,-4.3534242E7,11.28,4.3534242E7
Vermont,2000,254.11,4929391.0,265.38,5455593.0,-11.27,-526202.0,11.27,526202.0
Mississippi,1989,412.64,7.1288752E7,423.91,7.1912074E7,-11.27,-623322.0,11.27,623322.0
New York,1999,315.5,2.35200838E8,326.75,2.46364484E8,-11.25,-1.1163646E7,11.25,1.1163646E7
Mississippi,2025,368.45,6.6105995E7,379.69,7.1256569E7,-11.24,-5150574.0,11.24,5150574.0
Illinois,2003,369.58,1.60379662E8,358.38,1.43094705E8,11.2,1.7284957E7,11.2,1.7284957E7
Kansas,2022,551.04,5.2877981E7,539.85,5.2221078E7,11.19,656903.0,11.19,656903.0
Pennsylvania,2016,321.94,3.06121612E8,333.12,3.09573705E8,-11.18,-3452093.0,11.18,3452093.0
Connecticut,1989,274.09,1.2180463E7,285.26,1.1668756E7,-11.17,511707.0,11.17,511707.0
South Dakota,1992,417.06,8133164.0,428.22,7867226.0,-11.16,265938.0,11.16,265938.0
Oregon,2008,289.91,7.329281E7,278.76,6.3763483E7,11.15,9529327.0,11.15,9529327.0
Minnesota,2002,299.21,3.1083724E7,288.06,2.7361535E7,11.15,3722189.0,11.15,3722189.0
North Dakota,1996,332.97,5425176.0,344.12,5738029.0,-11.15,-312853.0,11.15,312853.0
