date,state,households,participation,per_person,per_household,total_cost,inflation_rate,true_person,true_total_cost
1988-12-01,Michigan,359318,865772,118.78,49.3,42679671,120.5,320.16,1.15040304E8
1989-01-01,Michigan,363165,873318,117.96,49.05,42838595,121.1,316.38,1.14896576E8
1989-02-01,Michigan,363883,873772,119.07,49.58,43325833,121.6,318.04,1.15725577E8
1989-03-01,Michigan,369164,886096,131.27,54.69,48460539,122.3,348.62,1.28699772E8
1989-04-01,Michigan,368411,884499,116.91,48.69,43070086,123.1,308.47,1.13640646E8
1989-05-01,Michigan,365798,876145,112.2,46.85,41044090,123.8,294.37,1.07682711E8
1989-06-01,Michigan,366206,880957,112.98,46.96,41373182,124.1,295.7,1.08283716E8
1989-07-01,Michigan,363074,876266,113.2,46.91,41101444,124.4,295.56,1.0731309E8
1989-08-01,Michigan,364360,875425,113.3,47.16,41281440,124.6,295.34,1.07610043E8
1989-09-01,Michigan,363938,875054,113.17,47.07,41185300,125.0,294.06,1.07015879E8
1988-10-01,Minnesota,95653,240926,112.4,44.63,10751802,120.2,303.72,2.9053122E7
1988-11-01,Minnesota,95378,239645,110.46,43.96,10535606,120.3,298.23,2.8445259E7
1988-12-01,Minnesota,96031,240262,111.91,44.73,10746493,120.5,301.65,2.896648E7
1989-01-01,Minnesota,96301,239177,113.29,45.62,10910112,121.1,303.85,2.9261803E7
1989-02-01,Minnesota,97514,241824,111.4,44.92,10862712,121.6,297.56,2.9014875E7
1989-03-01,Minnesota,99474,249897,112.21,44.66,11161564,122.3,298.0,2.9642484E7
1989-04-01,Minnesota,99496,249690,110.68,44.1,11012188,123.1,292.03,2.9055715E7
1989-05-01,Minnesota,99120,248014,109.09,43.6,10813354,123.8,286.21,2.8369767E7
1989-06-01,Minnesota,99754,250032,112.06,44.71,11178080,124.1,293.29,2.9255764E7
1989-07-01,Minnesota,98198,246246,113.9,45.42,11185036,124.4,297.39,2.9203372E7
1989-08-01,Minnesota,99301,248854,111.23,44.38,11045318,124.6,289.95,2.8792289E7
1989-09-01,Minnesota,99092,248234,111.56,44.53,11054300,125.0,289.88,2.8723492E7
1988-10-01,Ohio,440271,1053529,143.08,59.79,62993181,120.2,386.63,1.70217845E8
1988-11-01,Ohio,439107,1045858,142.1,59.66,62396323,120.3,383.66,1.68464875E8
1988-12-01,Ohio,443778,1058423,142.3,59.67,63151180,120.5,383.56,1.70219938E8
1989-01-01,Ohio,448795,1067042,139.78,58.79,62730659,121.1,374.9,1.682487E8
1989-02-01,Ohio,450242,1072523,139.36,58.5,62747314,121.6,372.24,1.67601374E8
1989-03-01,Ohio,454370,1081498,134.68,56.58,61194681,122.3,357.68,1.62518652E8
1989-04-01,Ohio,453063,1078666,132.57,55.68,60060520,123.1,349.79,1.58469995E8
1989-05-01,Ohio,453351,1077613,138.08,58.09,62599693,123.8,362.26,1.64235695E8
1989-06-01,Ohio,453863,1076850,136.62,57.58,62004814,124.1,357.57,1.62281733E8
1989-07-01,Ohio,450958,1071114,137.66,57.96,62078649,124.4,359.42,1.62083153E8
1989-08-01,Ohio,451969,1072680,138.6,58.4,62641061,124.6,361.29,1.63289054E8
1989-09-01,Ohio,447482,1059902,138.48,58.47,61967188,125.0,359.83,1.61015535E8
1988-10-01,Wisconsin,101117,296767,132.2,45.04,13367627,120.2,357.23,3.6121507E7
1988-11-01,Wisconsin,99807,292145,130.77,44.68,13052104,120.3,353.07,3.5239594E7
1988-12-01,Wisconsin,100513,294050,130.62,44.65,13128644,120.5,352.08,3.5387414E7
1989-01-01,Wisconsin,101312,296037,129.55,44.34,13125136,121.1,347.46,3.5202676E7
1989-02-01,Wisconsin,100730,293325,129.18,44.36,13011855,121.6,345.05,3.4755349E7
1989-03-01,Wisconsin,102036,297779,131.07,44.91,13373477,122.3,348.09,3.5516803E7
1989-04-01,Wisconsin,101350,296125,130.65,44.72,13241394,123.1,344.72,3.4937487E7
1989-05-01,Wisconsin,98748,288079,131.04,44.92,12939450,123.8,343.79,3.3947763E7
1989-06-01,Wisconsin,98343,287427,133.41,45.65,13120028,124.1,349.17,3.4338316E7
1989-07-01,Wisconsin,97225,284353,131.27,44.88,12762790,124.4,342.74,3.3322781E7
1989-08-01,Wisconsin,96117,280511,131.69,45.12,12657602,124.6,343.28,3.2995097E7
1989-09-01,Wisconsin,96659,282934,133.5,45.61,12903632,125.0,346.89,3.3528796E7
1988-10-01,Arkansas,81029,221604,128.86,47.12,10441345,120.2,348.2,2.8214216E7
1988-11-01,Arkansas,82071,225194,131.88,48.06,10823180,120.3,356.07,2.9221684E7
1988-12-01,Arkansas,83251,229258,133.44,48.46,11109179,120.5,359.68,2.9944076E7
1989-01-01,Arkansas,83617,229071,128.51,46.91,10745448,121.1,344.67,2.882016E7
1989-02-01,Arkansas,84984,234862,134.47,48.66,11427898,121.6,359.18,3.0524516E7
1989-03-01,Arkansas,85921,238181,135.82,49.0,11669917,122.3,360.71,3.099255E7
1989-04-01,Arkansas,82973,227462,128.94,47.03,10698465,123.1,340.21,2.8227956E7
1989-05-01,Arkansas,83003,228050,131.46,47.85,10911778,123.8,344.9,2.8627991E7
1989-06-01,Arkansas,82000,225124,130.8,47.64,10725279,124.1,342.34,2.8070673E7
1989-07-01,Arkansas,80918,220392,127.8,46.92,10341383,124.4,333.68,2.7000651E7
1989-08-01,Arkansas,82552,226262,132.6,48.38,10946280,124.6,345.65,2.8534122E7
1989-09-01,Arkansas,81693,222503,129.75,47.64,10599613,125.0,337.14,2.7542033E7
1988-10-01,Louisiana,238761,715230,168.46,56.24,40222310,120.2,455.21,1.08687239E8
1988-11-01,Louisiana,238872,713634,167.57,56.09,40028524,120.3,452.43,1.08073681E8
1988-12-01,Louisiana,241531,720203,167.37,56.13,40425811,120.5,451.14,1.08965169E8
1989-01-01,Louisiana,242883,723017,164.58,55.29,39973502,121.1,441.42,1.07212165E8
1989-02-01,Louisiana,244664,727862,165.71,55.7,40543347,121.6,442.62,1.08293411E8
1989-03-01,Louisiana,248113,736607,165.94,55.89,41171021,122.3,440.7,1.0934053E8
1989-04-01,Louisiana,246664,732198,164.87,55.54,40667914,123.1,435.01,1.07302503E8
1989-05-01,Louisiana,247284,731321,164.41,55.59,40656573,123.8,431.34,1.06666027E8
1989-06-01,Louisiana,246992,728601,163.37,55.38,40351685,124.1,427.58,1.05610209E8
1989-07-01,Louisiana,245356,722324,162.95,55.35,39979697,124.4,425.45,1.04384284E8
1989-08-01,Louisiana,247433,725832,163.25,55.65,40393534,124.6,425.55,1.05295502E8
1989-09-01,Louisiana,246283,719985,162.72,55.66,40074766,125.0,422.81,1.04130268E8
1988-10-01,New Mexico,45432,147740,174.15,53.55,7912134,120.2,470.58,2.1379876E7
1988-11-01,New Mexico,46701,148744,174.36,54.74,8142885,120.3,470.76,2.1985111E7
1988-12-01,New Mexico,48426,150469,176.08,56.67,8526860,120.5,474.61,2.2983602E7
1989-01-01,New Mexico,48749,148071,170.03,55.98,8288859,121.1,456.03,2.223139E7
1989-02-01,New Mexico,50474,152704,170.12,56.23,8586879,121.6,454.4,2.2936005E7
1989-03-01,New Mexico,52088,158015,171.4,56.5,8927759,122.3,455.2,2.3710024E7
1989-04-01,New Mexico,50387,151964,163.94,54.36,8260204,123.1,432.56,2.1794591E7
1989-05-01,New Mexico,50837,153382,166.74,55.26,8476590,123.8,437.46,2.2239065E7
1989-06-01,New Mexico,50253,151211,164.41,54.64,8262135,124.1,430.3,2.1624024E7
1989-07-01,New Mexico,48548,146512,164.5,54.51,7986194,124.4,429.5,2.0851412E7
1989-08-01,New Mexico,50147,150328,165.9,55.34,8319538,124.6,432.46,2.1686885E7
1989-09-01,New Mexico,49476,146860,160.49,54.07,7940262,125.0,417.02,2.0631976E7
1988-10-01,Oklahoma,102650,263510,131.51,51.23,13499856,120.2,355.36,3.6478812E7
1988-11-01,Oklahoma,101279,259157,129.78,50.72,13143792,120.3,350.4,3.5487144E7
1988-12-01,Oklahoma,102677,263527,131.95,51.41,13548076,120.5,355.66,3.6517966E7
1989-01-01,Oklahoma,103134,264830,130.04,50.64,13412000,121.1,348.78,3.5972068E7
1989-02-01,Oklahoma,104257,268615,131.21,50.93,13679918,121.6,350.47,3.653978E7
1989-03-01,Oklahoma,105708,273536,132.86,51.34,14044113,122.3,352.84,3.7297855E7
1989-04-01,Oklahoma,102822,264210,129.66,50.46,13331549,123.1,342.11,3.5175362E7
1989-05-01,Oklahoma,101354,259060,129.44,50.64,13119039,123.8,339.6,3.4418931E7
1989-06-01,Oklahoma,100480,255975,128.73,50.53,12934364,124.1,336.92,3.3852388E7
1989-07-01,Oklahoma,99364,252067,128.32,50.58,12750417,124.4,335.03,3.3290476E7
1989-08-01,Oklahoma,100005,253921,129.05,50.82,12905278,124.6,336.4,3.3640724E7
1989-09-01,Oklahoma,99338,250978,127.84,50.6,12699512,125.0,332.18,3.2998411E7
1988-10-01,Texas,507406,1542784,173.02,56.9,87789875,120.2,467.53,2.37222555E8
1988-11-01,Texas,511673,1554639,172.64,56.82,88334661,120.3,466.11,2.38496227E8
1988-12-01,Texas,521403,1586093,173.23,56.95,90321323,120.5,466.93,2.43455308E8
1989-01-01,Texas,526495,1600090,169.44,55.75,89208639,121.1,454.45,2.39264783E8
1989-02-01,Texas,535659,1629062,170.01,55.9,91069876,121.6,454.11,2.43252426E8
1989-03-01,Texas,547937,1663918,170.6,56.18,93475514,122.3,453.07,2.48248937E8
1989-04-01,Texas,548631,1661330,168.5,55.64,92442017,123.1,444.59,2.43908744E8
1989-05-01,Texas,553559,1668198,167.84,55.7,92910871,123.8,440.34,2.43759685E8
1989-06-01,Texas,555787,1665798,166.14,55.43,92338138,124.1,434.83,2.41671446E8
1989-07-01,Texas,556939,1659003,165.09,55.42,91945051,124.4,431.04,2.40062308E8
1989-08-01,Texas,566431,1681021,165.5,55.77,93746955,124.6,431.42,2.44374079E8
1989-09-01,Texas,574165,1701921,165.13,55.71,94814039,125.0,429.07,2.4636479E8
1988-10-01,Colorado,78380,202057,138.57,53.75,10860769,120.2,374.44,2.9347568E7
1988-11-01,Colorado,78586,201546,137.14,53.47,10777256,120.3,370.27,2.9097694E7
1988-12-01,Colorado,83117,214071,134.91,52.38,11213487,120.5,363.64,3.0225232E7
1989-01-01,Colorado,83673,215754,134.53,52.17,11256936,121.1,360.82,3.0192013E7
1989-02-01,Colorado,83977,216553,134.66,52.22,11308699,121.6,359.68,3.0206129E7
1989-03-01,Colorado,86645,223647,135.7,52.57,11757595,122.3,360.39,3.1225402E7
1989-04-01,Colorado,84515,217931,136.39,52.89,11527139,123.1,359.87,3.0414416E7
1989-05-01,Colorado,82785,211720,132.82,51.94,10995809,123.8,348.46,2.8848453E7
1989-06-01,Colorado,82672,211614,133.1,52.0,11003676,124.1,348.36,2.8799306E7
1989-07-01,Colorado,80429,206645,132.93,51.74,10691025,124.4,347.07,2.7913543E7
1989-08-01,Colorado,81406,206384,132.39,52.22,10777634,124.6,345.11,2.8094506E7
1989-09-01,Colorado,80903,207745,134.18,52.25,10855471,125.0,348.65,2.8206855E7
1988-10-01,Iowa,66597,167517,124.49,49.49,8290615,120.2,336.39,2.2402593E7
1988-11-01,Iowa,66374,166294,121.59,48.53,8070692,120.3,328.28,2.1790196E7
1988-12-01,Iowa,67416,169327,122.48,48.76,8257042,120.5,330.14,2.2256325E7
1989-01-01,Iowa,68101,171114,121.83,48.49,8296583,121.1,326.76,2.2252106E7
1989-02-01,Iowa,68155,170432,121.08,48.42,8252424,121.6,323.41,2.2042658E7
1989-03-01,Iowa,69337,174279,122.9,48.9,8521854,122.3,326.39,2.2632036E7
1989-04-01,Iowa,68915,173384,121.5,48.29,8372941,123.1,320.58,2.2092048E7
1989-05-01,Iowa,66947,167238,119.44,47.81,7995822,123.8,313.36,2.0977729E7
1989-06-01,Iowa,66225,165806,120.18,48.0,7958706,124.1,314.54,2.0829876E7
1989-07-01,Iowa,65615,164508,120.97,48.25,7937532,124.4,315.84,2.0724359E7
1989-08-01,Iowa,65432,163210,116.93,46.88,7650740,124.6,304.81,1.9943502E7
1989-09-01,Iowa,65424,163431,117.65,47.1,7697427,125.0,305.7,2.0000994E7
1988-10-01,Kansas,47310,119434,137.46,54.45,6503438,120.2,371.44,1.757335E7
1988-11-01,Kansas,45928,120319,140.78,53.74,6465903,120.3,380.09,1.74574E7
1988-12-01,Kansas,45928,123308,142.95,53.25,6565612,120.5,385.31,1.7697184E7
1989-01-01,Kansas,50390,124673,130.99,52.94,6600655,121.1,351.33,1.770349E7
1989-02-01,Kansas,48464,126991,136.33,52.03,6606909,121.6,364.14,1.7647401E7
1989-03-01,Kansas,50312,132343,137.5,52.27,6918032,122.3,365.17,1.8372663E7
1989-04-01,Kansas,49547,130660,138.63,52.57,6868669,123.1,365.78,1.8123019E7
1989-05-01,Kansas,49765,130304,133.11,50.84,6624180,123.8,349.23,1.7379108E7
1989-06-01,Kansas,50678,130347,131.1,50.97,6644094,124.1,343.12,1.7389216E7
1989-07-01,Kansas,50043,130767,131.72,50.41,6591895,124.4,343.91,1.7210992E7
1989-08-01,Kansas,51009,132794,130.67,50.19,6665329,124.6,340.62,1.737479E7
1989-09-01,Kansas,51332,133758,131.71,50.55,6761009,125.0,342.24,1.7567805E7
1988-10-01,Missouri,147793,392727,141.43,53.22,20902762,120.2,382.17,5.6482671E7
1988-11-01,Missouri,148024,393268,140.87,53.02,20852350,120.3,380.34,5.6299608E7
1988-12-01,Missouri,151347,402334,140.78,52.96,21307283,120.5,379.46,5.7432409E7
1989-01-01,Missouri,152917,406075,137.84,51.91,21077944,121.1,369.7,5.653275E7
1989-02-01,Missouri,154205,408706,138.87,52.4,21414421,121.6,370.93,5.7199044E7
1989-03-01,Missouri,157214,417700,140.25,52.79,22048628,122.3,372.47,5.855596E7
1989-04-01,Missouri,156991,413991,137.84,52.27,21638854,123.1,363.69,5.7094229E7
1989-05-01,Missouri,154087,405951,137.69,52.26,21216295,123.8,361.24,5.566278E7
1989-06-01,Missouri,153530,403888,137.73,52.36,21146379,124.1,360.47,5.5345235E7
1989-07-01,Missouri,152523,400284,137.71,52.47,21003715,124.4,359.55,5.4839279E7
1989-08-01,Missouri,153776,402392,137.52,52.56,21147987,124.6,358.48,5.5127336E7
1989-09-01,Missouri,154925,405106,137.26,52.49,21265290,125.0,356.66,5.5255727E7
1988-10-01,Montana,19927,52574,141.13,53.49,2812347,120.2,381.36,7599420.0
1988-11-01,Montana,20355,53630,140.27,53.24,2855154,120.3,378.72,7708678.0
1988-12-01,Montana,21072,55971,141.94,53.44,2990922,120.5,382.59,8061838.0
1989-01-01,Montana,21397,56969,141.69,53.22,3031734,121.1,380.02,8131356.0
1989-02-01,Montana,21583,57500,141.76,53.21,3059607,121.6,378.65,8172371.0
1989-03-01,Montana,22186,59347,143.74,53.73,3188945,122.3,381.74,8469086.0
1989-04-01,Montana,22057,58987,143.07,53.5,3155741,123.1,377.49,8326439.0
1989-05-01,Montana,21486,58091,139.37,51.55,2994426,123.8,365.65,7856135.0
1989-06-01,Montana,21403,57753,146.59,54.33,3137476,124.1,383.66,8211541.0
1989-07-01,Montana,20346,53992,138.59,52.22,2819682,124.4,361.85,7361999.0
1989-08-01,Montana,20053,52813,138.42,52.56,2775789,124.6,360.83,7235764.0
1989-09-01,Montana,20920,52536,132.91,52.93,2780523,125.0,345.35,7224911.0
1988-10-01,Nebraska,33419,90964,124.97,45.91,4176441,120.2,337.69,1.1285424E7
1988-11-01,Nebraska,35468,90678,116.02,45.38,4115120,120.3,313.24,1.1110481E7
1988-12-01,Nebraska,36008,92264,116.56,45.49,4196912,120.5,314.18,1.1312506E7
1989-01-01,Nebraska,36318,93307,116.5,45.35,4231058,121.1,312.46,1.134804E7
1989-02-01,Nebraska,36461,93390,116.73,45.57,4256041,121.6,311.79,1.1368109E7
1989-03-01,Nebraska,37100,95368,117.57,45.74,4361807,122.3,312.24,1.1583932E7
1989-04-01,Nebraska,36601,94141,122.64,47.68,4488644,123.1,323.59,1.1843311E7
1989-05-01,Nebraska,36108,92301,115.65,45.24,4175952,123.8,303.42,1.095597E7
1989-06-01,Nebraska,35841,92126,115.54,44.95,4141004,124.1,302.4,1.0838018E7
1989-07-01,Nebraska,35595,91523,115.49,44.92,4110887,124.4,301.54,1.0733248E7
1989-08-01,Nebraska,35845,91587,115.14,45.06,4127289,124.6,300.14,1.0758776E7
1989-09-01,Nebraska,35575,90243,113.4,44.7,4034140,125.0,294.66,1.0482309E7
1988-10-01,North Dakota,13298,36315,125.68,46.02,1671237,120.2,339.61,4515955.0
1988-11-01,North Dakota,13708,37347,125.08,45.91,1714574,120.3,337.71,4629207.0
1988-12-01,North Dakota,14174,38926,127.7,46.5,1810048,120.5,344.21,4878868.0
1989-01-01,North Dakota,14327,39231,123.55,45.12,1770067,121.1,331.37,4747463.0
1989-02-01,North Dakota,14662,40145,128.3,46.86,1881146,121.6,342.7,5024640.0
1989-03-01,North Dakota,14825,40561,127.14,46.47,1884921,122.3,337.65,5005906.0
1989-04-01,North Dakota,14577,39494,121.58,44.87,1772214,123.1,320.79,4675996.0
1989-05-01,North Dakota,14198,38680,123.7,45.41,1756335,123.8,324.54,4607896.0
1989-06-01,North Dakota,14440,40314,140.89,50.46,2034396,124.1,368.74,5324511.0
1989-07-01,North Dakota,14128,38847,117.74,42.82,1663474,124.4,307.41,4343218.0
1989-08-01,North Dakota,13901,37536,126.97,47.02,1764977,124.6,330.98,4600839.0
1989-09-01,North Dakota,13771,36663,122.28,45.93,1683968,125.0,317.73,4375622.0
1988-10-01,South Dakota,16500,49200,156.32,52.42,2579244,120.2,422.4,6969538.0
1988-11-01,South Dakota,16500,48900,151.95,51.27,2507234,120.3,410.25,6769323.0
1988-12-01,South Dakota,17000,50600,155.85,52.36,2649460,120.5,420.08,7141449.0
1989-01-01,South Dakota,17400,51800,154.5,51.9,2688307,121.1,414.38,7210257.0
1989-02-01,South Dakota,17300,51100,150.47,50.94,2603131,121.6,401.91,6953100.0
1989-03-01,South Dakota,17600,52200,156.64,52.81,2756790,122.3,416.0,7321385.0
1989-04-01,South Dakota,17700,52500,154.62,52.13,2736726,123.1,407.97,7220866.0
1989-05-01,South Dakota,16900,49900,151.85,51.43,2566290,123.8,398.39,6732883.0
1989-06-01,South Dakota,16900,50300,153.85,51.69,2600087,124.1,402.66,6805062.0
1989-07-01,South Dakota,16700,49500,152.44,51.43,2545815,124.4,398.01,6646951.0
1989-08-01,South Dakota,16400,48600,153.18,51.69,2512088,124.6,399.3,6548364.0
1989-09-01,South Dakota,16600,48900,152.45,51.75,2530680,125.0,396.13,6575719.0
1988-10-01,Utah,32153,90452,154.6,54.95,4970718,120.2,417.75,1.343169E7
1988-11-01,Utah,32720,91497,151.2,54.07,4947206,120.3,408.23,1.3357044E7
1988-12-01,Utah,32574,91555,156.41,55.65,5094929,120.5,421.59,1.3733053E7
1989-01-01,Utah,34651,97469,149.35,53.1,5175243,121.1,400.57,1.388042E7
1989-02-01,Utah,34668,97037,151.45,54.11,5250398,121.6,404.53,1.4024089E7
1989-03-01,Utah,35096,98885,155.96,55.35,5473444,122.3,414.19,1.4536177E7
1989-04-01,Utah,34834,98355,153.71,54.44,5354244,123.1,405.56,1.4127201E7
1989-05-01,Utah,34725,97340,147.76,52.71,5130802,123.8,387.66,1.3461102E7
1989-06-01,Utah,34235,95648,148.81,53.26,5094559,124.1,389.47,1.3333704E7
1989-07-01,Utah,33881,94381,145.46,52.22,4928215,124.4,379.79,1.2867236E7
1989-08-01,Utah,33861,93793,144.12,52.03,4879897,124.6,375.68,1.272063E7
1989-09-01,Utah,33758,93572,146.12,52.72,4932731,125.0,379.68,1.2817208E7
1988-10-01,Wyoming,9058,24746,146.56,53.65,1327561,120.2,396.03,3587286.0
1988-11-01,Wyoming,9269,25239,146.04,53.63,1353621,120.3,394.3,3654664.0
1988-12-01,Wyoming,9701,26634,147.7,53.8,1432839,120.5,398.12,3862125.0
1989-01-01,Wyoming,10007,27697,148.15,53.53,1482580,121.1,397.35,3976399.0
1989-02-01,Wyoming,10172,28162,148.14,53.51,1506929,121.6,395.69,4025087.0
1989-03-01,Wyoming,10470,28958,150.54,54.43,1576131,122.3,399.8,4185833.0
1989-04-01,Wyoming,10373,28500,149.99,54.59,1555825,123.1,395.75,4105052.0
1989-05-01,Wyoming,10255,28338,147.22,53.28,1509772,123.8,386.24,3961017.0
1989-06-01,Wyoming,10328,29291,153.58,54.15,1586166,124.1,401.96,4151384.0
1989-07-01,Wyoming,9888,27815,150.28,53.42,1485964,124.4,392.37,3879751.0
1989-08-01,Wyoming,9575,26219,146.04,53.33,1398305,124.6,380.69,3645020.0
1989-09-01,Wyoming,9504,25827,144.8,53.28,1376173,125.0,376.25,3575848.0
1988-10-01,Alaska,8251,24314,219.44,74.47,1810581,120.2,592.96,4892485.0
1988-11-01,Alaska,8428,24826,225.64,76.6,1901676,120.3,609.21,5134367.0
1988-12-01,Alaska,8622,25329,231.25,78.72,1993799,120.5,623.32,5374157.0
1989-01-01,Alaska,8723,25632,228.99,77.93,1997437,121.1,614.17,5357288.0
1989-02-01,Alaska,9032,26501,234.86,80.04,2121263,121.6,627.32,5666005.0
1989-03-01,Alaska,9954,29078,243.32,83.29,2421962,122.3,646.2,6432160.0
1989-04-01,Alaska,9924,29138,230.73,78.58,2289795,123.1,608.78,6041636.0
1989-05-01,Alaska,9772,28595,226.04,77.25,2208895,123.8,593.04,5795227.0
1989-06-01,Alaska,9771,28593,206.03,70.41,2013116,124.1,539.23,5268816.0
1989-07-01,Alaska,8292,24746,219.68,73.61,1821597,124.4,573.57,4756067.0
1989-08-01,Alaska,7963,23766,224.03,75.06,1783965,124.6,583.99,4650336.0
1989-09-01,Alaska,7747,23122,218.95,73.36,1696227,125.0,568.92,4407476.0
1988-10-01,Arizona,83162,248014,167.66,56.22,13942644,120.2,453.04,3.7675297E7
1988-11-01,Arizona,84068,248866,165.65,55.96,13926256,120.3,447.24,3.7599731E7
1988-12-01,Arizona,85791,253232,167.49,56.74,14368844,120.5,451.46,3.8730293E7
1989-01-01,Arizona,88052,258791,162.93,55.43,14345976,121.1,436.99,3.8477068E7
1989-02-01,Arizona,87761,256982,161.44,55.13,14168388,121.6,431.21,3.7844509E7
1989-03-01,Arizona,89997,263666,167.36,57.13,15062066,122.3,444.47,4.0001298E7
1989-04-01,Arizona,93047,271697,158.34,54.23,14732975,123.1,417.78,3.8873031E7
1989-05-01,Arizona,90355,263456,161.87,55.51,14625582,123.8,424.68,3.8371476E7
1989-06-01,Arizona,91964,269622,162.85,55.55,14976227,124.1,426.22,3.9196442E7
1989-07-01,Arizona,92948,272507,161.79,55.18,15038158,124.4,422.42,3.9263613E7
1989-08-01,Arizona,94805,276862,163.19,55.88,15471328,124.6,425.39,4.0329753E7
1989-09-01,Arizona,96978,283423,163.2,55.84,15826620,125.0,424.06,4.1123888E7
1988-10-01,California,592000,1696000,100.59,35.11,59547515,120.2,271.81,1.60907093E8
1988-11-01,California,600600,1718000,100.82,35.25,60552438,120.3,272.21,1.63486539E8
1988-12-01,California,610000,1748000,101.75,35.51,62068700,120.5,274.26,1.67302183E8
1989-01-01,California,615500,1758000,100.64,35.23,61941091,121.1,269.92,1.66131014E8
1989-02-01,California,619400,1769000,101.09,35.4,62616052,121.6,270.02,1.67250766E8
1989-03-01,California,636400,1812000,101.71,35.72,64730809,122.3,270.12,1.71909775E8
1989-04-01,California,635000,1809000,100.8,35.38,64010921,123.1,265.96,1.68893149E8
1989-05-01,California,630675,1780476,102.0,36.13,64330841,123.8,267.61,1.68777511E8
1989-06-01,California,634900,1797000,101.65,35.91,64539054,124.1,266.04,1.68914458E8
