date,state,households,participation,per_person,per_household,total_cost,inflation_rate,true_person,true_total_cost
1999-11-01,Pennsylvania,358143,795971,157.04,70.66,56242421,168.3,303.07,1.08541517E8
1999-12-01,Pennsylvania,354985,783882,154.67,70.04,54903786,168.3,298.5,1.05958103E8
2000-01-01,Pennsylvania,357154,791435,156.57,70.66,55918830,168.8,301.27,1.07597364E8
2000-02-01,Pennsylvania,349592,765932,154.02,70.3,53844736,169.8,294.62,1.02996286E8
2000-03-01,Pennsylvania,359180,794948,157.49,71.16,56565654,171.2,298.79,1.07316145E8
2000-04-01,Pennsylvania,354989,785875,157.23,71.02,55815414,171.3,298.12,1.05830972E8
2000-05-01,Pennsylvania,347123,759001,151.79,69.42,52690804,171.5,287.47,9.9789927E7
2000-06-01,Pennsylvania,350422,772405,154.59,70.14,54173325,172.4,291.25,1.02062041E8
2000-07-01,Pennsylvania,348216,762977,149.35,68.16,52004680,172.8,280.72,9.7749532E7
2000-08-01,Pennsylvania,342339,746372,152.54,69.97,52221228,172.8,286.72,9.8156562E7
2000-09-01,Pennsylvania,345991,760196,155.53,70.79,53812070,173.7,290.82,1.00622683E8
1999-10-01,Virginia,153744,346697,149.56,66.32,22993499,168.2,288.81,4.4401239E7
1999-11-01,Virginia,153039,345105,148.61,65.9,22743250,168.3,286.8,4.3891902E7
1999-12-01,Virginia,153760,346806,143.61,63.67,22081016,168.3,277.15,4.2613866E7
2000-01-01,Virginia,152588,339754,142.35,63.93,21720871,168.8,273.91,4.1794659E7
2000-02-01,Virginia,152760,339063,144.48,65.09,22071289,169.8,276.37,4.2218812E7
2000-03-01,Virginia,150465,335111,148.43,66.65,22333644,171.2,281.6,4.2371305E7
2000-04-01,Virginia,149131,331489,146.94,66.11,21913883,171.3,278.61,4.1550664E7
2000-05-01,Virginia,147723,328512,145.26,65.32,21458251,171.5,275.1,4.0639298E7
2000-06-01,Virginia,147446,328167,144.26,64.82,21270874,172.4,271.78,4.0074129E7
2000-07-01,Virginia,147733,329298,144.24,64.71,21309125,172.8,271.12,4.0053261E7
2000-08-01,Virginia,148510,331358,144.48,64.75,21456621,172.8,271.57,4.0330498E7
2000-09-01,Virginia,148529,331595,144.65,64.79,21484436,173.7,270.48,4.0173544E7
1999-10-01,Virgin Islands,5443,16506,337.86,111.41,1838977,168.2,652.42,3551128.0
1999-11-01,Virgin Islands,5372,16539,415.76,135.04,2233449,168.3,802.37,4310304.0
1999-12-01,Virgin Islands,5460,16847,339.58,110.05,1854082,168.3,655.35,3578169.0
2000-01-01,Virgin Islands,5110,16315,347.82,108.94,1777361,168.8,669.27,3419946.0
2000-02-01,Virgin Islands,5183,16048,337.13,108.88,1747341,169.8,644.88,3342381.0
2000-03-01,Virgin Islands,5095,15780,332.15,107.25,1692329,171.2,630.15,3210680.0
2000-04-01,Virgin Islands,5024,15518,336.84,109.05,1692287,171.3,638.68,3208726.0
2000-05-01,Virgin Islands,5011,15432,335.94,109.09,1683406,171.5,636.23,3188165.0
2000-06-01,Virgin Islands,4962,15233,334.07,108.82,1657670,172.4,629.38,3123035.0
2000-07-01,Virgin Islands,4834,14783,332.8,108.83,1608772,172.8,625.54,3023895.0
2000-08-01,Virgin Islands,4801,14627,332.53,109.15,1596469,172.8,625.03,3000770.0
2000-09-01,Virgin Islands,4749,14389,327.25,108.01,1554108,173.7,611.92,2906012.0
1999-10-01,West Virginia,98041,232437,163.36,68.9,16015821,168.2,315.45,3.0927102E7
1999-11-01,West Virginia,98219,232930,163.65,69.01,16073752,168.3,315.83,3.1020525E7
1999-12-01,West Virginia,98896,234717,162.94,68.65,16113666,168.3,314.46,3.1097555E7
2000-01-01,West Virginia,96811,229301,162.02,68.41,15685508,168.8,311.75,3.0181592E7
2000-02-01,West Virginia,97498,230579,163.41,69.1,15932002,169.8,312.58,3.0475347E7
2000-03-01,West Virginia,97548,229583,161.62,68.67,15766132,171.2,306.62,2.9911446E7
2000-04-01,West Virginia,95377,224376,162.09,68.9,15459383,171.3,307.34,2.931236E7
2000-05-01,West Virginia,95356,224377,161.18,68.5,15369389,171.5,305.26,2.910774E7
2000-06-01,West Virginia,93320,218980,158.17,67.4,14760317,172.4,297.99,2.78083E7
2000-07-01,West Virginia,93901,221414,156.61,66.42,14705727,172.8,294.37,2.7641319E7
2000-08-01,West Virginia,94309,222699,156.97,66.47,14803449,172.8,295.05,2.7825E7
2000-09-01,West Virginia,93882,221365,157.77,66.91,14811307,173.7,295.01,2.7695523E7
1999-10-01,Alabama,157410,399814,184.52,72.65,29046030,168.2,356.31,5.6088884E7
1999-11-01,Alabama,157958,400776,184.54,72.73,29149278,168.3,356.14,5.6254813E7
1999-12-01,Alabama,158185,401734,184.21,72.54,29140014,168.3,355.5,5.6236934E7
2000-01-01,Alabama,156741,397719,181.92,71.7,28514778,168.8,350.05,5.4867295E7
2000-02-01,Alabama,156021,395364,182.14,71.88,28418092,169.8,348.4,5.4359221E7
2000-03-01,Alabama,155819,394795,183.66,72.49,28617082,171.2,348.44,5.429222E7
2000-04-01,Alabama,154282,390717,182.49,72.06,28155450,171.3,346.02,5.3385229E7
2000-05-01,Alabama,154410,391467,183.65,72.44,28356728,171.5,347.81,5.3704169E7
2000-06-01,Alabama,154691,392950,182.98,72.03,28305145,172.4,344.73,5.332663E7
2000-07-01,Alabama,154568,392450,182.71,71.96,28240435,172.8,343.43,5.3081555E7
2000-08-01,Alabama,156403,396990,185.02,72.89,28938357,172.8,347.77,5.439339E7
2000-09-01,Alabama,156767,397910,184.06,72.51,28853869,173.7,344.17,5.3953578E7
1999-10-01,Florida,425406,915419,158.73,73.76,67523441,168.2,306.51,1.3039009E8
1999-11-01,Florida,421308,906072,158.42,73.66,66744697,168.3,305.73,1.28809723E8
1999-12-01,Florida,424804,912351,158.45,73.78,67311993,168.3,305.79,1.2990454E8
2000-01-01,Florida,414951,885434,152.51,71.47,63285540,168.8,293.46,1.2177217E8
2000-02-01,Florida,411685,873987,153.31,72.21,63114694,169.8,293.26,1.20728218E8
2000-03-01,Florida,414360,877556,153.19,72.33,63475815,171.2,290.63,1.20426077E8
2000-04-01,Florida,410061,864800,151.23,71.71,62014491,171.3,286.75,1.17584971E8
2000-05-01,Florida,408015,858798,152.34,72.38,62158245,171.5,288.51,1.177201E8
2000-06-01,Florida,412897,870263,154.37,73.24,63740793,172.4,290.83,1.20087062E8
2000-07-01,Florida,410738,864227,152.46,72.46,62619518,172.8,286.57,1.17701495E8
2000-08-01,Florida,416450,877879,155.14,73.6,64609327,172.8,291.61,1.21441599E8
2000-09-01,Florida,418780,881306,154.32,73.33,64626664,173.7,288.56,1.2084479E8
1999-10-01,Georgia,238677,584759,179.89,73.43,42936323,168.2,347.37,8.2911519E7
1999-11-01,Georgia,237674,582167,177.21,72.35,42117670,168.3,342.0,8.1282344E7
1999-12-01,Georgia,235313,575581,178.73,73.07,42057688,168.3,344.93,8.1166585E7
2000-01-01,Georgia,232187,565675,174.6,71.67,40539318,168.8,335.96,7.800456E7
2000-02-01,Georgia,228603,555826,176.1,72.43,40256141,169.8,336.85,7.7003497E7
2000-03-01,Georgia,228333,555315,177.51,72.99,40530431,171.2,336.77,7.6894181E7
2000-04-01,Georgia,224874,546686,178.11,73.26,40051209,171.3,337.71,7.5940642E7
2000-05-01,Georgia,224658,545690,176.12,72.51,39566669,171.5,333.55,7.4934423E7
2000-06-01,Georgia,224708,546725,176.99,72.75,39771855,172.4,333.45,7.4929806E7
2000-07-01,Georgia,223735,544285,177.6,73.01,39736204,172.8,333.82,7.4689342E7
2000-08-01,Georgia,227113,554259,178.67,73.21,40577475,172.8,335.83,7.627062E7
2000-09-01,Georgia,228129,556647,178.62,73.2,40747541,173.7,334.0,7.6193443E7
1999-10-01,Kentucky,168105,404665,173.6,72.12,29183238,168.2,335.23,5.6353838E7
1999-11-01,Kentucky,169073,406644,163.02,67.78,27561794,168.3,314.61,5.3191148E7
1999-12-01,Kentucky,168842,406207,173.46,72.1,29286587,168.3,334.76,5.6519803E7
2000-01-01,Kentucky,169707,407648,161.36,67.17,27383648,168.8,310.48,5.2690808E7
2000-02-01,Kentucky,168147,404922,168.49,69.97,28331386,169.8,322.29,5.4193367E7
2000-03-01,Kentucky,169413,407259,169.36,70.45,28691725,171.2,321.31,5.4433832E7
2000-04-01,Kentucky,167312,401939,172.87,71.96,28923519,171.3,327.78,5.4841555E7
2000-05-01,Kentucky,166941,400518,161.74,67.41,27000825,171.5,306.32,5.1136254E7
2000-06-01,Kentucky,166888,400551,163.62,68.17,27305498,172.4,308.26,5.1443305E7
2000-07-01,Kentucky,166280,398901,164.16,68.43,27297154,172.8,308.56,5.1308537E7
2000-08-01,Kentucky,167626,401868,164.67,68.69,27603148,172.8,309.52,5.1883692E7
2000-09-01,Kentucky,167321,400623,168.39,70.33,28174850,173.7,314.87,5.2683887E7
1999-10-01,Mississippi,113252,283871,172.02,68.63,19482079,168.2,332.18,3.7620566E7
1999-11-01,Mississippi,112838,282781,171.21,68.32,19318559,168.3,330.42,3.7282636E7
1999-12-01,Mississippi,111943,280332,168.55,67.3,18867626,168.3,325.28,3.6412386E7
2000-01-01,Mississippi,109422,275995,168.15,66.66,18398937,168.8,323.55,3.5402692E7
2000-02-01,Mississippi,105442,266009,170.39,67.54,17966423,169.8,325.93,3.4366866E7
2000-03-01,Mississippi,105178,269179,179.36,70.08,18864375,171.2,340.28,3.5789421E7
2000-04-01,Mississippi,105137,268593,177.49,69.48,18660611,171.3,336.54,3.5382172E7
2000-05-01,Mississippi,105475,267784,172.67,68.01,18212041,171.5,327.02,3.4491374E7
2000-06-01,Mississippi,108575,277132,175.2,68.64,19022328,172.4,330.08,3.5837889E7
2000-07-01,Mississippi,108338,275437,172.48,67.84,18685830,172.8,324.2,3.5122438E7
2000-08-01,Mississippi,109645,277269,171.88,67.97,18845673,172.8,323.07,3.5422883E7
2000-09-01,Mississippi,112667,285901,175.59,69.2,19783391,173.7,328.33,3.6992776E7
1999-10-01,North Carolina,212172,496277,162.56,69.5,34491216,168.2,313.91,6.6603726E7
1999-11-01,North Carolina,248936,594903,182.47,76.35,45423186,168.3,352.15,8.7661616E7
1999-12-01,North Carolina,205967,486884,161.41,68.28,33245163,168.3,311.5,6.4159408E7
2000-01-01,North Carolina,205992,478213,157.01,67.63,32343421,168.8,302.11,6.2234257E7
2000-02-01,North Carolina,205747,476886,157.16,67.81,32335304,169.8,300.62,6.1852215E7
2000-03-01,North Carolina,202935,479536,160.31,67.84,32533324,171.2,304.14,6.1722099E7
2000-04-01,North Carolina,205132,474757,157.48,68.04,32303482,171.3,298.6,6.1250265E7
2000-05-01,North Carolina,204392,472128,157.51,68.19,32193207,171.5,298.3,6.096999E7
2000-06-01,North Carolina,204127,472545,154.62,66.79,31563098,172.4,291.3,5.9464584E7
2000-07-01,North Carolina,203123,470284,156.62,67.65,31813557,172.8,294.39,5.9797701E7
2000-08-01,North Carolina,205885,477903,157.55,67.87,32436522,172.8,296.14,6.0968644E7
2000-09-01,North Carolina,206376,478644,157.23,67.79,32447646,173.7,294.0,6.0673548E7
1999-10-01,South Carolina,123426,297689,202.04,83.77,24937392,168.2,390.15,4.8154963E7
1999-11-01,South Carolina,124175,302302,169.72,69.71,21074390,168.3,327.54,4.0671191E7
1999-12-01,South Carolina,125003,303998,227.24,93.44,28406063,168.3,438.55,5.4820492E7
2000-01-01,South Carolina,122000,296741,109.29,44.93,13333175,168.8,210.29,2.5655302E7
2000-02-01,South Carolina,121337,294130,162.07,66.86,19665320,169.8,310.01,3.7616582E7
2000-03-01,South Carolina,121796,294712,167.38,69.17,20386018,171.2,317.55,3.8676276E7
2000-04-01,South Carolina,120152,289935,166.27,68.9,19977543,171.3,315.26,3.7879192E7
2000-05-01,South Carolina,120551,291075,167.17,69.24,20152770,171.5,316.6,3.8166877E7
2000-06-01,South Carolina,120451,291446,166.7,68.9,20079427,172.4,314.06,3.7829454E7
2000-07-01,South Carolina,120554,291657,167.51,69.24,20194062,172.8,314.86,3.7957355E7
2000-08-01,South Carolina,121868,295178,168.34,69.5,20515150,172.8,316.42,3.8560882E7
2000-09-01,South Carolina,122026,295158,168.31,69.58,20538156,173.7,314.72,3.8404104E7
1999-10-01,Tennessee,212078,491367,161.98,69.91,34352009,168.2,312.79,6.6334913E7
1999-11-01,Tennessee,215535,500001,160.45,69.17,34583075,168.3,309.65,6.6741427E7
1999-12-01,Tennessee,214805,497869,160.91,69.42,34563742,168.3,310.54,6.6704116E7
2000-01-01,Tennessee,217695,503475,158.34,68.47,34470614,168.8,304.67,6.6327339E7
2000-02-01,Tennessee,215506,497218,160.22,69.44,34528622,169.8,306.47,6.6047678E7
2000-03-01,Tennessee,216085,496955,160.17,69.65,34610769,171.2,303.87,6.566342E7
2000-04-01,Tennessee,216085,489524,158.65,70.03,34282240,171.3,300.81,6.5002165E7
2000-05-01,Tennessee,214661,493037,160.07,69.69,34361509,171.5,303.15,6.5076488E7
2000-06-01,Tennessee,213614,491520,159.57,69.35,34087430,172.4,300.63,6.4220402E7
2000-07-01,Tennessee,214898,494331,161.62,70.26,34730822,172.8,303.79,6.5281078E7
2000-08-01,Tennessee,217664,502313,163.99,71.06,35694875,172.8,308.24,6.7093141E7
2000-09-01,Tennessee,215400,494767,161.83,70.45,34858009,173.7,302.6,6.5180663E7
1999-10-01,Illinois,342722,793453,186.84,80.7,64035531,168.2,360.79,1.23654816E8
1999-11-01,Illinois,343939,797400,184.52,79.59,63463219,168.3,356.1,1.22476841E8
1999-12-01,Illinois,362074,840266,179.56,77.37,65012781,168.3,346.53,1.25467321E8
2000-01-01,Illinois,362484,830203,181.98,79.46,65965124,168.8,350.16,1.26928146E8
2000-02-01,Illinois,346460,789493,181.98,79.86,63050275,169.8,348.1,1.20604995E8
2000-03-01,Illinois,357289,816536,189.02,82.71,67534164,171.2,358.61,1.28125561E8
2000-04-01,Illinois,354705,805686,179.62,79.08,63710935,171.3,340.58,1.20801579E8
2000-05-01,Illinois,362161,830431,179.28,78.19,64927632,171.5,339.53,1.2296498E8
2000-06-01,Illinois,366080,840460,179.74,78.29,65799248,172.4,338.63,1.23965172E8
2000-07-01,Illinois,347693,788051,178.19,78.62,61955404,172.8,334.93,1.16453207E8
2000-08-01,Illinois,364104,833476,179.76,78.53,65450604,172.8,337.88,1.23022888E8
2000-09-01,Illinois,364076,833396,181.63,79.35,66126301,173.7,339.63,1.23648947E8
1999-10-01,Indiana,124752,294174,169.91,72.05,21196154,168.2,328.1,4.0930503E7
1999-11-01,Indiana,125380,295706,175.22,74.29,21968662,168.3,338.15,4.2397035E7
1999-12-01,Indiana,125725,296368,175.18,74.31,22023949,168.3,338.08,4.2503733E7
2000-01-01,Indiana,126013,296402,165.34,70.29,20834514,168.8,318.14,4.0089157E7
2000-02-01,Indiana,127059,299050,176.26,74.89,22395389,169.8,337.16,4.2838763E7
2000-03-01,Indiana,128468,302242,175.4,74.55,22533057,171.2,332.77,4.2749631E7
2000-04-01,Indiana,127526,299507,173.37,73.82,22108709,171.3,328.72,4.1920072E7
2000-05-01,Indiana,128083,300059,181.68,77.55,23270450,171.5,344.08,4.4071381E7
2000-06-01,Indiana,128562,300712,173.47,74.16,22301975,172.4,326.82,4.2016714E7
2000-07-01,Indiana,128972,301187,198.54,85.02,25605764,172.8,373.18,4.812935E7
2000-08-01,Indiana,131547,308081,173.37,74.03,22806900,172.8,325.87,4.2868523E7
2000-09-01,Indiana,132415,310282,159.16,67.92,21075701,173.7,297.61,3.9409255E7
1999-10-01,Michigan,271964,616913,145.23,64.03,39498534,168.2,280.44,7.627303E7
1999-11-01,Michigan,258894,574626,151.54,68.28,39233216,168.3,292.46,7.5715673E7
1999-12-01,Michigan,260939,577655,150.95,68.19,39388022,168.3,291.32,7.6014432E7
2000-01-01,Michigan,271692,612095,141.41,62.77,38421012,168.8,272.1,7.3928578E7
2000-02-01,Michigan,271769,609426,140.23,62.53,38108876,169.8,268.24,7.2896126E7
2000-03-01,Michigan,269370,603266,142.18,63.49,38298875,171.2,269.74,7.2660481E7
2000-04-01,Michigan,266202,597971,142.07,63.25,37820609,171.3,269.38,7.1711227E7
2000-05-01,Michigan,266205,595400,141.14,63.11,37573073,171.5,267.3,7.1158797E7
2000-06-01,Michigan,275507,612909,134.77,60.58,37130505,172.4,253.91,6.9953527E7
2000-07-01,Michigan,277893,620096,132.37,59.32,36784973,172.8,248.81,6.9142121E7
2000-08-01,Michigan,267475,599428,139.26,62.14,37249640,172.8,261.76,7.0015523E7
2000-09-01,Michigan,275251,614499,134.75,60.36,37089692,173.7,251.97,6.9353666E7
1999-10-01,Minnesota,92627,201996,153.43,70.36,14211989,168.2,296.28,2.744384E7
1999-11-01,Minnesota,91380,198492,152.36,70.14,13922451,168.3,294.04,2.6868757E7
1999-12-01,Minnesota,90239,194066,154.13,71.67,13908669,168.3,297.45,2.6842159E7
2000-01-01,Minnesota,91185,197673,152.26,70.24,13883736,168.8,292.97,2.6714675E7
2000-02-01,Minnesota,90265,193006,149.61,69.97,13504345,169.8,286.18,2.5831631E7
2000-03-01,Minnesota,91830,197771,151.79,70.48,13939206,171.2,287.98,2.6445409E7
2000-04-01,Minnesota,91406,196843,150.63,69.95,13768609,171.3,285.61,2.6106503E7
2000-05-01,Minnesota,90531,192165,147.45,69.47,13348924,171.5,279.25,2.5281227E7
2000-06-01,Minnesota,91614,197740,150.0,69.5,13742435,172.4,282.6,2.589062E7
2000-07-01,Minnesota,90863,195678,149.15,69.26,13552554,172.8,280.35,2.5473781E7
2000-08-01,Minnesota,90560,192601,147.4,69.31,13348488,172.8,277.06,2.5090212E7
2000-09-01,Minnesota,90781,194846,149.42,69.61,13564165,173.7,279.4,2.5363504E7
1999-10-01,Ohio,280643,610322,153.42,70.55,43055277,168.2,296.26,8.3141223E7
1999-11-01,Ohio,281274,614057,151.96,69.61,42741571,168.3,293.27,8.2486402E7
1999-12-01,Ohio,276868,606625,157.59,71.92,43631466,168.3,304.13,8.4203799E7
2000-01-01,Ohio,280205,614203,154.1,70.3,43178241,168.8,296.51,8.3082298E7
2000-02-01,Ohio,276462,604471,155.35,71.05,42948756,169.8,297.16,8.2154035E7
2000-03-01,Ohio,281724,616923,156.94,71.67,44213399,171.2,297.75,8.3881494E7
2000-04-01,Ohio,275630,603306,156.4,71.46,43109872,171.3,296.55,8.1740138E7
2000-05-01,Ohio,282518,617334,155.3,71.07,43875423,171.5,294.12,8.3094676E7
2000-06-01,Ohio,278402,607696,156.22,71.57,43491893,172.4,294.32,8.1938323E7
2000-07-01,Ohio,278189,606876,154.71,70.92,43037603,172.8,290.8,8.0894749E7
2000-08-01,Ohio,280035,608958,156.03,71.75,43694844,172.8,293.28,8.2130119E7
2000-09-01,Ohio,278142,605833,156.12,71.68,43423993,173.7,291.93,8.1198115E7
1999-10-01,Wisconsin,72331,182223,144.84,57.49,10476751,168.2,279.69,2.0230967E7
1999-11-01,Wisconsin,73100,183722,140.24,55.8,10251882,168.3,270.65,1.9784974E7
1999-12-01,Wisconsin,73872,185519,141.35,56.28,10441610,168.3,272.79,2.0151127E7
2000-01-01,Wisconsin,75297,189549,143.33,56.94,10791978,168.8,275.79,2.0765606E7
2000-02-01,Wisconsin,76264,191765,142.03,56.48,10831517,169.8,271.68,2.0718943E7
2000-03-01,Wisconsin,77371,194700,144.42,57.39,11173908,171.2,273.99,2.1199096E7
2000-04-01,Wisconsin,77267,194451,126.36,50.21,9763330,171.3,239.59,1.8512139E7
2000-05-01,Wisconsin,77731,195968,126.13,50.03,9804564,171.5,238.87,1.8568643E7
2000-06-01,Wisconsin,78222,197205,145.95,57.89,11416278,172.4,274.97,2.1508162E7
2000-07-01,Wisconsin,78506,198071,136.3,54.02,10700440,172.8,256.19,2.0112863E7
2000-08-01,Wisconsin,79764,201431,143.25,56.72,11426117,172.8,269.26,2.1476867E7
2000-09-01,Wisconsin,79870,201647,146.9,58.19,11732918,173.7,274.69,2.1939273E7
1999-10-01,Arkansas,98960,247927,176.41,70.42,17457775,168.2,340.65,3.3711565E7
1999-11-01,Arkansas,99131,248020,172.35,68.89,17085081,168.3,332.62,3.2972276E7
1999-12-01,Arkansas,99465,248679,173.99,69.59,17305739,168.3,335.78,3.3398121E7
2000-01-01,Arkansas,99324,248081,171.28,68.57,17011907,168.8,329.57,3.273381E7
2000-02-01,Arkansas,98736,246467,172.02,68.91,16984954,169.8,329.05,3.2489474E7
2000-03-01,Arkansas,98776,246156,177.06,71.05,17489197,171.2,335.92,3.3180439E7
2000-04-01,Arkansas,97977,244016,174.04,69.88,17052359,171.3,330.0,3.2332784E7
2000-05-01,Arkansas,98080,244276,173.08,69.49,16975328,171.5,327.79,3.2149191E7
2000-06-01,Arkansas,98408,245428,173.18,69.44,17042345,172.4,326.27,3.210762E7
2000-07-01,Arkansas,97979,244300,174.56,70.01,17103295,172.8,328.11,3.2147858E7
2000-08-01,Arkansas,99265,248144,174.67,69.87,17338394,172.8,328.31,3.2589757E7
2000-09-01,Arkansas,99071,247364,175.53,70.3,17390004,173.7,328.22,3.2517405E7
1999-10-01,Louisiana,197848,516025,197.89,75.87,39152770,168.2,382.13,7.5605347E7
1999-11-01,Louisiana,194910,507249,194.31,74.66,37872159,168.3,375.0,7.3088987E7
1999-12-01,Louisiana,197565,515550,197.14,75.55,38947542,168.3,380.46,7.5164355E7
2000-01-01,Louisiana,191063,496039,190.94,73.55,36481823,168.8,367.4,7.0197248E7
2000-02-01,Louisiana,191963,499520,194.2,74.63,37279144,169.8,371.47,7.1308983E7
2000-03-01,Louisiana,191367,497597,194.2,74.69,37163094,171.2,368.44,7.0505682E7
2000-04-01,Louisiana,188640,491021,196.23,75.39,37016436,171.3,372.07,7.0186443E7
2000-05-01,Louisiana,186612,484627,193.75,74.61,36156244,171.5,366.94,6.8475496E7
2000-06-01,Louisiana,189381,493698,193.45,74.21,36635685,172.4,364.46,6.902129E7
2000-07-01,Louisiana,188514,491938,193.84,74.28,36540983,172.8,364.35,6.8683511E7
2000-08-01,Louisiana,191893,501004,193.74,74.21,37177623,172.8,364.16,6.9880158E7
2000-09-01,Louisiana,192933,503939,195.27,74.76,37673460,173.7,365.13,7.0445248E7
1999-10-01,New Mexico,63583,170476,185.24,69.09,11778306,168.2,357.7,2.2744315E7
1999-11-01,New Mexico,63984,171525,186.15,69.44,11910761,168.3,359.25,2.2986423E7
1999-12-01,New Mexico,64773,173431,186.44,69.63,12076029,168.3,359.81,2.3305371E7
2000-01-01,New Mexico,64371,172229,182.49,68.21,11747297,168.8,351.14,2.2603802E7
2000-02-01,New Mexico,64357,172134,185.42,69.32,11932808,169.8,354.68,2.2825535E7
2000-03-01,New Mexico,64736,172838,185.22,69.37,11990442,171.2,351.4,2.2748221E7
2000-04-01,New Mexico,63202,168238,182.52,68.57,11535645,171.3,346.07,2.1872605E7
2000-05-01,New Mexico,63054,167573,183.15,68.92,11548472,171.5,346.86,2.1871391E7
2000-06-01,New Mexico,62822,166785,180.25,67.89,11323712,172.4,339.59,2.1333768E7
2000-07-01,New Mexico,62272,165477,180.3,67.85,11227512,172.8,338.9,2.1103563E7
2000-08-01,New Mexico,62921,167004,181.01,68.2,11389396,172.8,340.23,2.1407845E7
2000-09-01,New Mexico,62370,164534,178.12,67.52,11109153,173.7,333.06,2.0772901E7
1999-10-01,Oklahoma,109759,260772,162.96,68.59,17886368,168.2,314.68,3.4539193E7
1999-11-01,Oklahoma,108834,258336,163.05,68.69,17745733,168.3,314.67,3.4247259E7
1999-12-01,Oklahoma,109283,260008,163.65,68.78,17884448,168.3,315.83,3.4514964E7
2000-01-01,Oklahoma,107807,255163,160.13,67.65,17262742,168.8,308.12,3.3216459E7
2000-02-01,Oklahoma,106654,251175,162.79,69.13,17362592,169.8,311.39,3.3211835E7
2000-03-01,Oklahoma,106615,250755,161.45,68.64,17212630,171.2,306.3,3.2655737E7
2000-04-01,Oklahoma,105249,247621,160.92,68.4,16936839,171.3,305.12,3.2113748E7
2000-05-01,Oklahoma,105428,248591,162.16,68.77,17095840,171.5,307.11,3.2377426E7
2000-06-01,Oklahoma,105585,249365,160.79,68.08,16976646,172.4,302.93,3.1983843E7
2000-07-01,Oklahoma,105596,249739,161.58,68.32,17062471,172.8,303.71,3.2071124E7
2000-08-01,Oklahoma,107354,254603,163.19,68.81,17518691,172.8,306.74,3.2928649E7
2000-09-01,Oklahoma,107017,253317,163.07,68.89,17451356,173.7,304.92,3.2632126E7
1999-10-01,Texas,493463,1341494,210.2,77.32,103725162,168.2,405.9,2.00296861E8
1999-11-01,Texas,492147,1341213,209.59,76.91,103150741,168.3,404.49,1.99069274E8
1999-12-01,Texas,497500,1358808,209.11,76.56,104032703,168.3,403.56,2.00771361E8
2000-01-01,Texas,500459,1368008,205.71,75.26,102950840,168.8,395.82,1.9809497E8
2000-02-01,Texas,495855,1356907,206.61,75.5,102446752,169.8,395.21,1.95964094E8
2000-03-01,Texas,489035,1332855,206.67,75.83,101070817,171.2,392.09,1.91751172E8
2000-04-01,Texas,481422,1312470,205.94,75.54,99144725,171.3,390.48,1.87987186E8
2000-05-01,Texas,484274,1320420,206.72,75.82,100110307,171.5,391.5,1.89596656E8
2000-06-01,Texas,483546,1315251,204.91,75.33,99082886,172.4,386.05,1.86671237E8
2000-07-01,Texas,480138,1303980,205.82,75.79,98822631,172.8,386.87,1.85749935E8
2000-08-01,Texas,487021,1322293,206.78,76.16,100708524,172.8,388.67,1.89294715E8
2000-09-01,Texas,486774,1319716,205.26,75.71,99914218,173.7,383.81,1.86828655E8
1999-10-01,Colorado,71872,161789,156.38,69.47,11239698,168.2,301.98,2.1704244E7
1999-11-01,Colorado,71412,161104,157.4,69.77,11240029,168.3,303.76,2.1691986E7
1999-12-01,Colorado,72891,162990,154.81,69.23,11284450,168.3,298.77,2.1777713E7
2000-01-01,Colorado,70039,158092,156.91,69.52,10990070,168.8,301.92,2.1146769E7
2000-02-01,Colorado,71193,159183,167.75,75.02,11942604,169.8,320.88,2.2844273E7
2000-03-01,Colorado,70908,157756,108.09,48.59,7664581,171.2,205.07,1.4541214E7
2000-04-01,Colorado,69441,154143,153.03,68.94,10626857,171.3,290.16,2.0149463E7
2000-05-01,Colorado,69153,153305,151.94,68.54,10507081,171.5,287.76,1.9899124E7
2000-06-01,Colorado,68580,152037,151.15,68.18,10365770,172.4,284.77,1.9529014E7
2000-07-01,Colorado,67561,149343,150.56,68.11,10172315,172.8,283.0,1.9120184E7
2000-08-01,Colorado,68489,151742,151.54,68.4,10379089,172.8,284.84,1.9508842E7
2000-09-01,Colorado,67874,149894,149.88,67.87,10172733,173.7,280.26,1.9021898E7
1999-10-01,Iowa,53042,125715,161.25,68.04,8553277,168.2,311.38,1.6516673E7
1999-11-01,Iowa,52724,124425,159.15,67.44,8390858,168.3,307.14,1.6193408E7
1999-12-01,Iowa,52288,122458,155.95,66.59,8154495,168.3,300.97,1.5737254E7
2000-01-01,Iowa,52502,123665,160.23,68.02,8412145,168.8,308.31,1.6186401E7
2000-02-01,Iowa,52723,123087,156.93,67.22,8274075,169.8,300.18,1.5826969E7
2000-03-01,Iowa,53472,125985,161.44,68.52,8632767,171.2,306.28,1.6378053E7
2000-04-01,Iowa,53033,125259,161.53,68.39,8566297,171.3,306.28,1.6242458E7
2000-05-01,Iowa,52030,121224,156.42,67.14,8138472,171.5,296.24,1.5413269E7
2000-06-01,Iowa,52384,122921,159.95,68.17,8378960,172.4,301.34,1.5785883E7
2000-07-01,Iowa,52160,122248,158.33,67.56,8258518,172.8,297.6,1.5522954E7
2000-08-01,Iowa,51989,120775,155.66,67.0,8092393,172.8,292.58,1.5210701E7
2000-09-01,Iowa,52233,122100,159.48,68.23,8330325,173.7,298.21,1.5576796E7
